SR.No.,Device No.,Date,Time,kWh,kVARH Lag,kVA,kVARH Lead,Total
2640,SH000492,01.12.2019,23:30:00,155.6,39.6,322.4,0.0,517.5999999999999
2641,SH000492,02.12.2019,00:00:00,152.4,39.2,314.4,0.0,506.0
2642,SH000492,02.12.2019,00:30:00,147.2,39.2,305.6,0.0,492.0
2643,SH000492,02.12.2019,01:00:00,144.4,36.4,299.2,0.0,480.0
2644,SH000492,02.12.2019,01:30:00,146.8,41.2,304.8,0.0,492.8
2645,SH000492,02.12.2019,02:00:00,152.4,42.8,316.8,0.0,512.0
2646,SH000492,02.12.2019,02:30:00,142.4,37.2,294.4,0.0,474.0
2647,SH000492,02.12.2019,03:00:00,140.0,33.6,289.6,0.0,463.20000000000005
2648,SH000492,02.12.2019,03:30:00,142.4,37.2,295.2,0.0,474.8
2649,SH000492,02.12.2019,04:00:00,150.0,40.0,311.2,0.0,501.2
2650,SH000492,02.12.2019,04:30:00,148.8,42.8,309.6,0.0,501.20000000000005
2651,SH000492,02.12.2019,05:00:00,145.2,40.4,301.6,0.0,487.20000000000005
2652,SH000492,02.12.2019,05:30:00,141.6,38.4,292.8,0.0,472.8
2653,SH000492,02.12.2019,06:00:00,139.6,37.2,289.6,0.0,466.40000000000003
2654,SH000492,02.12.2019,06:30:00,140.8,37.2,291.2,0.0,469.2
2655,SH000492,02.12.2019,07:00:00,130.4,23.2,265.6,0.0,419.20000000000005
2656,SH000492,02.12.2019,07:30:00,140.8,31.2,289.6,0.0,461.6
2657,SH000492,02.12.2019,08:00:00,133.2,24.4,271.2,0.0,428.79999999999995
2658,SH000492,02.12.2019,08:30:00,145.2,32.8,298.4,0.0,476.4
2659,SH000492,02.12.2019,09:00:00,134.8,24.0,274.4,0.0,433.2
2660,SH000492,02.12.2019,09:30:00,138.4,28.0,283.2,0.0,449.6
2661,SH000492,02.12.2019,10:00:00,126.8,17.2,256.8,0.0,400.8
2662,SH000492,02.12.2019,10:30:00,132.4,12.4,264.8,0.0,409.6
2663,SH000492,02.12.2019,11:00:00,147.2,30.0,301.6,0.0,478.8
2664,SH000492,02.12.2019,11:30:00,154.0,28.4,313.6,0.0,496.0
2665,SH000492,02.12.2019,12:00:00,158.0,26.4,320.8,0.0,505.20000000000005
2666,SH000492,02.12.2019,12:30:00,153.6,22.0,310.4,0.0,486.0
2667,SH000492,02.12.2019,13:00:00,160.4,29.2,326.4,0.0,516.0
2668,SH000492,02.12.2019,13:30:00,165.6,26.8,336.0,0.0,528.4
2669,SH000492,02.12.2019,14:00:00,159.6,27.2,324.0,0.0,510.79999999999995
2670,SH000492,02.12.2019,14:30:00,158.8,26.8,322.4,0.0,508.0
2671,SH000492,02.12.2019,15:00:00,138.4,26.4,282.4,0.0,447.2
2672,SH000492,02.12.2019,15:30:00,154.4,28.8,315.2,0.0,498.4
2673,SH000492,02.12.2019,16:00:00,152.8,24.8,310.4,0.0,488.0
2674,SH000492,02.12.2019,16:30:00,149.6,29.6,305.6,0.0,484.8
2675,SH000492,02.12.2019,17:00:00,158.0,23.2,320.0,0.0,501.2
2676,SH000492,02.12.2019,17:30:00,141.2,25.6,288.0,0.0,454.79999999999995
2677,SH000492,02.12.2019,18:00:00,143.6,30.8,293.6,0.0,468.0
2678,SH000492,02.12.2019,18:30:00,139.6,28.4,286.4,0.0,454.4
2679,SH000492,02.12.2019,19:00:00,147.2,27.6,300.0,0.0,474.79999999999995
2680,SH000492,02.12.2019,19:30:00,139.2,24.8,284.0,0.0,448.0
2681,SH000492,02.12.2019,20:00:00,143.6,32.4,295.2,0.0,471.2
2682,SH000492,02.12.2019,20:30:00,134.0,23.2,273.6,0.0,430.8
2683,SH000492,02.12.2019,21:00:00,146.8,33.2,301.6,0.0,481.6
2684,SH000492,02.12.2019,21:30:00,141.2,31.6,290.4,0.0,463.19999999999993
2685,SH000492,02.12.2019,22:00:00,138.4,31.2,284.8,0.0,454.4
2686,SH000492,02.12.2019,22:30:00,135.6,24.8,276.8,0.0,437.20000000000005
2687,SH000492,02.12.2019,23:00:00,142.8,28.8,292.0,0.0,463.6
2688,SH000492,02.12.2019,23:30:00,132.8,25.2,272.0,0.0,430.0
2689,SH000492,03.12.2019,00:00:00,142.8,33.2,293.6,0.0,469.6
2690,SH000492,03.12.2019,00:30:00,133.6,24.8,272.8,0.0,431.20000000000005
2691,SH000492,03.12.2019,01:00:00,139.6,32.0,287.2,0.0,458.79999999999995
2692,SH000492,03.12.2019,01:30:00,136.0,30.8,280.0,0.0,446.8
2693,SH000492,03.12.2019,02:00:00,130.0,26.8,266.4,0.0,423.2
2694,SH000492,03.12.2019,02:30:00,132.0,28.4,271.2,0.0,431.6
2695,SH000492,03.12.2019,03:00:00,133.6,28.8,275.2,0.0,437.6
2696,SH000492,03.12.2019,03:30:00,128.4,27.6,264.0,0.0,420.0
2697,SH000492,03.12.2019,04:00:00,139.2,32.0,286.4,0.0,457.59999999999997
2698,SH000492,03.12.2019,04:30:00,127.2,26.4,260.8,0.0,414.4
2699,SH000492,03.12.2019,05:00:00,134.8,32.0,278.4,0.0,445.2
2700,SH000492,03.12.2019,05:30:00,133.6,27.2,273.6,0.0,434.4
2701,SH000492,03.12.2019,06:00:00,129.2,25.2,264.8,0.0,419.2
2702,SH000492,03.12.2019,06:30:00,134.8,26.0,275.2,0.0,436.0
2703,SH000492,03.12.2019,07:00:00,129.6,24.0,264.8,0.0,418.4
2704,SH000492,03.12.2019,07:30:00,136.8,29.6,280.8,0.0,447.20000000000005
2705,SH000492,03.12.2019,08:00:00,130.8,22.0,265.6,0.0,418.40000000000003
2706,SH000492,03.12.2019,08:30:00,144.0,33.6,296.8,0.0,474.4
2707,SH000492,03.12.2019,09:00:00,133.6,23.2,272.0,0.0,428.79999999999995
2708,SH000492,03.12.2019,09:30:00,143.6,35.2,296.0,0.0,474.8
2709,SH000492,03.12.2019,10:00:00,137.2,29.6,281.6,0.0,448.4
2710,SH000492,03.12.2019,10:30:00,140.4,26.4,286.4,0.0,453.2
2711,SH000492,03.12.2019,11:00:00,140.0,26.8,284.8,0.0,451.6
2712,SH000492,03.12.2019,11:30:00,148.0,30.8,303.2,0.0,482.0
2713,SH000492,03.12.2019,12:00:00,141.2,24.8,286.4,0.0,452.4
2714,SH000492,03.12.2019,12:30:00,154.0,31.2,315.2,0.0,500.4
2715,SH000492,03.12.2019,13:00:00,141.6,28.0,289.6,0.0,459.20000000000005
2716,SH000492,03.12.2019,13:30:00,150.4,22.0,303.2,0.0,475.6
2717,SH000492,03.12.2019,14:00:00,148.0,32.0,304.0,0.0,484.0
2718,SH000492,03.12.2019,14:30:00,144.8,26.8,295.2,0.0,466.8
2719,SH000492,03.12.2019,15:00:00,143.2,19.6,289.6,0.0,452.4
2720,SH000492,03.12.2019,15:30:00,132.0,26.4,270.4,0.0,428.79999999999995
2721,SH000492,03.12.2019,16:00:00,144.4,27.2,294.4,0.0,466.0
2722,SH000492,03.12.2019,16:30:00,142.4,30.4,292.0,0.0,464.8
2723,SH000492,03.12.2019,17:00:00,145.2,35.6,299.2,0.0,480.0
2724,SH000492,03.12.2019,17:30:00,144.8,31.6,297.6,0.0,474.0
2725,SH000492,03.12.2019,18:00:00,130.8,26.8,268.0,0.0,425.6
2726,SH000492,03.12.2019,18:30:00,142.8,33.6,294.4,0.0,470.79999999999995
2727,SH000492,03.12.2019,19:00:00,133.2,26.0,272.0,0.0,431.2
2728,SH000492,03.12.2019,19:30:00,138.0,38.8,287.2,0.0,464.0
2729,SH000492,03.12.2019,20:00:00,136.4,39.6,284.0,0.0,460.0
2730,SH000492,03.12.2019,20:30:00,134.4,38.4,280.0,0.0,452.8
2731,SH000492,03.12.2019,21:00:00,130.8,36.0,272.0,0.0,438.8
2732,SH000492,03.12.2019,21:30:00,137.6,32.0,283.2,0.0,452.79999999999995
2733,SH000492,03.12.2019,22:00:00,129.2,25.6,264.0,0.0,418.79999999999995
2734,SH000492,03.12.2019,22:30:00,139.2,34.0,287.2,0.0,460.4
2735,SH000492,03.12.2019,23:00:00,129.2,24.8,264.0,0.0,418.0
2736,SH000492,03.12.2019,23:30:00,133.6,30.0,274.4,0.0,438.0
2737,SH000492,04.12.2019,00:00:00,134.0,28.4,274.4,0.0,436.79999999999995
2738,SH000492,04.12.2019,00:30:00,130.4,23.6,266.4,0.0,420.4
2739,SH000492,04.12.2019,01:00:00,128.8,26.0,264.0,0.0,418.8
2740,SH000492,04.12.2019,01:30:00,127.6,24.0,260.0,0.0,411.6
2741,SH000492,04.12.2019,02:00:00,126.8,15.2,255.2,0.0,397.2
2742,SH000492,04.12.2019,02:30:00,125.6,15.2,252.8,0.0,393.6
2743,SH000492,04.12.2019,03:00:00,124.0,15.2,251.2,0.0,390.4
2744,SH000492,04.12.2019,03:30:00,124.8,15.6,251.2,0.0,391.6
2745,SH000492,04.12.2019,04:00:00,124.8,16.0,252.0,0.0,392.8
2746,SH000492,04.12.2019,04:30:00,124.8,15.6,251.2,0.0,391.6
2747,SH000492,04.12.2019,05:00:00,123.6,14.4,248.8,0.0,386.8
2748,SH000492,04.12.2019,05:30:00,123.2,13.2,248.0,0.0,384.4
2749,SH000492,04.12.2019,06:00:00,124.4,12.8,250.4,0.0,387.6
2750,SH000492,04.12.2019,06:30:00,124.0,12.0,249.6,0.0,385.6
2751,SH000492,04.12.2019,07:00:00,124.0,12.0,249.6,0.0,385.6
2752,SH000492,04.12.2019,07:30:00,124.4,11.6,249.6,0.0,385.6
2753,SH000492,04.12.2019,08:00:00,125.6,12.0,251.2,0.0,388.79999999999995
2754,SH000492,04.12.2019,08:30:00,124.8,11.6,251.2,0.0,387.6
2755,SH000492,04.12.2019,09:00:00,126.0,12.4,253.6,0.0,392.0
2756,SH000492,04.12.2019,09:30:00,128.8,12.8,259.2,0.0,400.8
2757,SH000492,04.12.2019,10:00:00,145.6,33.2,299.2,0.0,478.0
2758,SH000492,04.12.2019,10:30:00,138.8,30.0,284.8,0.0,453.6
2759,SH000492,04.12.2019,11:00:00,154.0,30.8,315.2,0.0,500.0
2760,SH000492,04.12.2019,11:30:00,155.2,26.8,315.2,0.0,497.2
2761,SH000492,04.12.2019,12:00:00,145.6,24.0,295.2,0.0,464.79999999999995
2762,SH000492,04.12.2019,12:30:00,161.2,30.8,328.8,0.0,520.8
2763,SH000492,04.12.2019,13:00:00,157.2,24.8,318.4,0.0,500.4
2764,SH000492,04.12.2019,13:30:00,156.4,24.8,317.6,0.0,498.80000000000007
2765,SH000492,04.12.2019,14:00:00,156.0,22.0,314.4,0.0,492.4
2766,SH000492,04.12.2019,14:30:00,157.6,22.0,319.2,0.0,498.79999999999995
2767,SH000492,04.12.2019,15:00:00,154.8,21.2,312.8,0.0,488.8
2768,SH000492,04.12.2019,15:30:00,160.8,28.4,327.2,0.0,516.4
2769,SH000492,04.12.2019,16:00:00,151.6,26.8,308.8,0.0,487.20000000000005
2770,SH000492,04.12.2019,16:30:00,151.6,23.2,306.4,0.0,481.19999999999993
2771,SH000492,04.12.2019,17:00:00,168.4,28.4,341.6,0.0,538.4000000000001
2772,SH000492,04.12.2019,17:30:00,158.0,24.0,320.8,0.0,502.8
2773,SH000492,04.12.2019,18:00:00,155.2,23.2,313.6,0.0,492.0
2774,SH000492,04.12.2019,18:30:00,151.2,22.0,305.6,0.0,478.8
2775,SH000492,04.12.2019,19:00:00,154.4,28.4,315.2,0.0,498.0
2776,SH000492,04.12.2019,19:30:00,156.0,29.2,317.6,0.0,502.8
2777,SH000492,04.12.2019,20:00:00,162.4,28.4,330.4,0.0,521.2
2778,SH000492,04.12.2019,20:30:00,157.6,27.6,320.0,0.0,505.2
2779,SH000492,04.12.2019,21:00:00,152.0,25.2,308.0,0.0,485.2
2780,SH000492,04.12.2019,21:30:00,154.4,25.6,312.8,0.0,492.8
2781,SH000492,04.12.2019,22:00:00,145.2,24.8,294.4,0.0,464.4
2782,SH000492,04.12.2019,22:30:00,151.2,25.6,307.2,0.0,484.0
2783,SH000492,04.12.2019,23:00:00,150.8,22.4,304.8,0.0,478.0
2784,SH000492,04.12.2019,23:30:00,147.6,20.0,297.6,0.0,465.20000000000005
2785,SH000492,05.12.2019,00:00:00,137.2,18.0,277.6,0.0,432.8
2786,SH000492,05.12.2019,00:30:00,136.0,18.4,274.4,0.0,428.79999999999995
2787,SH000492,05.12.2019,01:00:00,147.6,36.4,304.8,0.0,488.8
2788,SH000492,05.12.2019,01:30:00,137.2,28.4,280.8,0.0,446.4
2789,SH000492,05.12.2019,02:00:00,146.4,33.6,300.8,0.0,480.8
2790,SH000492,05.12.2019,02:30:00,137.2,32.0,282.4,0.0,451.59999999999997
2791,SH000492,05.12.2019,03:00:00,141.2,34.4,292.0,0.0,467.6
2792,SH000492,05.12.2019,03:30:00,148.0,32.0,303.2,0.0,483.2
2793,SH000492,05.12.2019,04:00:00,143.6,25.2,292.8,0.0,461.6
2794,SH000492,05.12.2019,04:30:00,146.0,29.6,299.2,0.0,474.79999999999995
2795,SH000492,05.12.2019,05:00:00,137.2,30.0,281.6,0.0,448.8
2796,SH000492,05.12.2019,05:30:00,149.6,30.0,306.4,0.0,486.0
2797,SH000492,05.12.2019,06:00:00,134.8,18.4,272.0,0.0,425.20000000000005
2798,SH000492,05.12.2019,06:30:00,143.6,33.6,296.0,0.0,473.2
2799,SH000492,05.12.2019,07:00:00,136.4,29.6,280.8,0.0,446.8
2800,SH000492,05.12.2019,07:30:00,138.4,27.2,282.4,0.0,448.0
2801,SH000492,05.12.2019,08:00:00,141.2,28.4,288.0,0.0,457.6
2802,SH000492,05.12.2019,08:30:00,135.6,24.0,276.0,0.0,435.6
2803,SH000492,05.12.2019,09:00:00,142.8,31.6,293.6,0.0,468.0
2804,SH000492,05.12.2019,09:30:00,134.0,25.6,273.6,0.0,433.20000000000005
2805,SH000492,05.12.2019,10:00:00,144.0,32.0,296.0,0.0,472.0
2806,SH000492,05.12.2019,10:30:00,135.6,26.0,277.6,0.0,439.20000000000005
2807,SH000492,05.12.2019,11:00:00,142.4,32.4,292.0,0.0,466.8
2808,SH000492,05.12.2019,11:30:00,141.6,31.6,291.2,0.0,464.4
2809,SH000492,05.12.2019,12:00:00,136.0,30.4,279.2,0.0,445.6
2810,SH000492,05.12.2019,12:30:00,145.2,32.0,297.6,0.0,474.8
2811,SH000492,05.12.2019,13:00:00,144.0,24.8,292.8,0.0,461.6
2812,SH000492,05.12.2019,13:30:00,145.2,26.4,295.2,0.0,466.79999999999995
2813,SH000492,05.12.2019,14:00:00,148.4,28.4,302.4,0.0,479.2
2814,SH000492,05.12.2019,14:30:00,142.8,26.8,291.2,0.0,460.8
2815,SH000492,05.12.2019,15:00:00,154.8,31.6,316.8,0.0,503.20000000000005
2816,SH000492,05.12.2019,15:30:00,150.0,21.2,303.2,0.0,474.4
2817,SH000492,05.12.2019,16:00:00,151.6,22.0,306.4,0.0,480.0
2818,SH000492,05.12.2019,16:30:00,137.2,23.6,279.2,0.0,440.0
2819,SH000492,05.12.2019,17:00:00,145.2,26.0,296.0,0.0,467.2
2820,SH000492,05.12.2019,17:30:00,150.0,32.4,308.0,0.0,490.4
2821,SH000492,05.12.2019,18:00:00,133.2,26.4,272.0,0.0,431.6
2822,SH000492,05.12.2019,18:30:00,148.0,37.6,306.4,0.0,492.0
2823,SH000492,05.12.2019,19:00:00,136.8,22.8,277.6,0.0,437.20000000000005
2824,SH000492,05.12.2019,19:30:00,144.0,26.8,292.8,0.0,463.6
2825,SH000492,05.12.2019,20:00:00,134.4,24.4,273.6,0.0,432.40000000000003
2826,SH000492,05.12.2019,20:30:00,140.0,35.2,289.6,0.0,464.8
2827,SH000492,05.12.2019,21:00:00,135.2,28.4,276.8,0.0,440.4
2828,SH000492,05.12.2019,21:30:00,146.0,31.2,300.0,0.0,477.2
2829,SH000492,05.12.2019,22:00:00,132.0,22.0,268.8,0.0,422.8
2830,SH000492,05.12.2019,22:30:00,141.2,33.6,292.0,0.0,466.79999999999995
2831,SH000492,05.12.2019,23:00:00,138.4,37.2,287.2,0.0,462.8
2832,SH000492,05.12.2019,23:30:00,134.8,28.0,276.0,0.0,438.8
2833,SH000492,06.12.2019,00:00:00,134.0,27.6,275.2,0.0,436.79999999999995
2834,SH000492,06.12.2019,00:30:00,140.0,29.6,286.4,0.0,456.0
2835,SH000492,06.12.2019,01:00:00,131.2,28.0,269.6,0.0,428.8
2836,SH000492,06.12.2019,01:30:00,137.6,33.6,284.0,0.0,455.2
2837,SH000492,06.12.2019,02:00:00,129.6,25.2,264.8,0.0,419.6
2838,SH000492,06.12.2019,02:30:00,136.4,27.2,279.2,0.0,442.79999999999995
2839,SH000492,06.12.2019,03:00:00,136.0,30.4,280.0,0.0,446.4
2840,SH000492,06.12.2019,03:30:00,125.6,24.0,256.8,0.0,406.4
2841,SH000492,06.12.2019,04:00:00,136.0,26.4,278.4,0.0,440.79999999999995
2842,SH000492,06.12.2019,04:30:00,128.8,24.8,264.0,0.0,417.6
2843,SH000492,06.12.2019,05:00:00,137.6,30.8,281.6,0.0,450.0
2844,SH000492,06.12.2019,05:30:00,136.0,28.0,278.4,0.0,442.4
2845,SH000492,06.12.2019,06:00:00,135.6,30.8,279.2,0.0,445.6
2846,SH000492,06.12.2019,06:30:00,135.2,28.8,277.6,0.0,441.6
2847,SH000492,06.12.2019,07:00:00,140.4,28.8,286.4,0.0,455.6
2848,SH000492,06.12.2019,07:30:00,125.6,18.8,256.0,0.0,400.4
2849,SH000492,06.12.2019,08:00:00,133.2,24.8,272.0,0.0,430.0
2850,SH000492,06.12.2019,08:30:00,131.6,23.2,268.8,0.0,423.6
2851,SH000492,06.12.2019,09:00:00,140.0,30.0,287.2,0.0,457.2
2852,SH000492,06.12.2019,09:30:00,136.0,26.4,277.6,0.0,440.0
2853,SH000492,06.12.2019,10:00:00,143.6,31.2,295.2,0.0,470.0
2854,SH000492,06.12.2019,10:30:00,156.8,41.6,324.8,0.0,523.2
2855,SH000492,06.12.2019,11:00:00,151.2,40.4,313.6,0.0,505.20000000000005
2856,SH000492,06.12.2019,11:30:00,148.0,35.2,304.8,0.0,488.0
2857,SH000492,06.12.2019,12:00:00,155.6,32.4,319.2,0.0,507.2
2858,SH000492,06.12.2019,12:30:00,157.2,26.8,320.0,0.0,504.0
2859,SH000492,06.12.2019,13:00:00,154.8,26.8,314.4,0.0,496.0
2860,SH000492,06.12.2019,13:30:00,156.0,24.8,315.2,0.0,496.0
2861,SH000492,06.12.2019,14:00:00,157.2,24.8,317.6,0.0,499.6
2862,SH000492,06.12.2019,14:30:00,160.0,25.2,324.0,0.0,509.2
2863,SH000492,06.12.2019,15:00:00,154.4,26.4,313.6,0.0,494.40000000000003
2864,SH000492,06.12.2019,15:30:00,157.2,25.2,318.4,0.0,500.79999999999995
2865,SH000492,06.12.2019,16:00:00,157.6,25.6,320.0,0.0,503.2
2866,SH000492,06.12.2019,16:30:00,154.4,24.8,312.0,0.0,491.20000000000005
2867,SH000492,06.12.2019,17:00:00,157.6,25.2,319.2,0.0,502.0
2868,SH000492,06.12.2019,17:30:00,150.8,23.2,305.6,0.0,479.6
2869,SH000492,06.12.2019,18:00:00,152.8,26.4,311.2,0.0,490.4
2870,SH000492,06.12.2019,18:30:00,146.8,26.4,299.2,0.0,472.4
2871,SH000492,06.12.2019,19:00:00,147.2,29.2,301.6,0.0,478.0
2872,SH000492,06.12.2019,19:30:00,153.6,25.6,312.0,0.0,491.2
2873,SH000492,06.12.2019,20:00:00,143.2,23.2,290.4,0.0,456.79999999999995
2874,SH000492,06.12.2019,20:30:00,148.8,30.4,304.8,0.0,484.0
2875,SH000492,06.12.2019,21:00:00,148.4,38.0,306.4,0.0,492.79999999999995
2876,SH000492,06.12.2019,21:30:00,146.8,41.6,304.8,0.0,493.20000000000005
2877,SH000492,06.12.2019,22:00:00,136.4,28.8,279.2,0.0,444.4
2878,SH000492,06.12.2019,22:30:00,142.0,31.6,292.0,0.0,465.6
2879,SH000492,06.12.2019,23:00:00,138.8,28.0,284.0,0.0,450.8
2880,SH000492,06.12.2019,23:30:00,139.6,27.2,285.6,0.0,452.4
2881,SH000492,07.12.2019,00:00:00,134.0,26.8,273.6,0.0,434.40000000000003
2882,SH000492,07.12.2019,00:30:00,141.2,37.6,292.8,0.0,471.6
2883,SH000492,07.12.2019,01:00:00,134.4,28.4,276.0,0.0,438.8
2884,SH000492,07.12.2019,01:30:00,139.2,32.8,286.4,0.0,458.4
2885,SH000492,07.12.2019,02:00:00,135.6,30.4,279.2,0.0,445.2
2886,SH000492,07.12.2019,02:30:00,130.4,26.4,268.0,0.0,424.8
2887,SH000492,07.12.2019,03:00:00,136.8,31.2,281.6,0.0,449.6
2888,SH000492,07.12.2019,03:30:00,135.6,30.8,279.2,0.0,445.6
2889,SH000492,07.12.2019,04:00:00,135.6,29.6,278.4,0.0,443.59999999999997
2890,SH000492,07.12.2019,04:30:00,126.8,13.6,255.2,0.0,395.6
2891,SH000492,07.12.2019,05:00:00,136.8,31.6,281.6,0.0,450.0
2892,SH000492,07.12.2019,05:30:00,130.4,24.4,266.4,0.0,421.2
2893,SH000492,07.12.2019,06:00:00,133.2,27.6,272.8,0.0,433.6
2894,SH000492,07.12.2019,06:30:00,134.0,28.4,275.2,0.0,437.6
2895,SH000492,07.12.2019,07:00:00,137.6,30.8,282.4,0.0,450.79999999999995
2896,SH000492,07.12.2019,07:30:00,127.6,22.8,260.8,0.0,411.20000000000005
2897,SH000492,07.12.2019,08:00:00,138.8,28.4,284.0,0.0,451.20000000000005
2898,SH000492,07.12.2019,08:30:00,133.2,27.6,272.8,0.0,433.6
2899,SH000492,07.12.2019,09:00:00,144.8,37.2,299.2,0.0,481.2
2900,SH000492,07.12.2019,09:30:00,140.4,30.4,287.2,0.0,458.0
2901,SH000492,07.12.2019,10:00:00,138.8,27.6,284.0,0.0,450.4
2902,SH000492,07.12.2019,10:30:00,148.8,34.0,306.4,0.0,489.2
2903,SH000492,07.12.2019,11:00:00,142.4,36.0,294.4,0.0,472.79999999999995
2904,SH000492,07.12.2019,11:30:00,135.2,24.8,275.2,0.0,435.2
2905,SH000492,07.12.2019,12:00:00,152.0,28.0,310.4,0.0,490.4
2906,SH000492,07.12.2019,12:30:00,148.4,24.4,301.6,0.0,474.40000000000003
2907,SH000492,07.12.2019,13:00:00,153.6,28.4,312.0,0.0,494.0
2908,SH000492,07.12.2019,13:30:00,154.0,27.2,312.8,0.0,494.0
2909,SH000492,07.12.2019,14:00:00,147.6,25.2,300.0,0.0,472.79999999999995
2910,SH000492,07.12.2019,14:30:00,146.4,23.2,297.6,0.0,467.20000000000005
2911,SH000492,07.12.2019,15:00:00,145.2,25.6,296.0,0.0,466.79999999999995
2912,SH000492,07.12.2019,15:30:00,154.8,26.8,314.4,0.0,496.0
2913,SH000492,07.12.2019,16:00:00,151.6,25.6,308.0,0.0,485.2
2914,SH000492,07.12.2019,16:30:00,150.0,26.0,304.0,0.0,480.0
2915,SH000492,07.12.2019,17:00:00,145.6,26.4,296.0,0.0,468.0
2916,SH000492,07.12.2019,17:30:00,132.4,22.4,268.0,0.0,422.8
2917,SH000492,07.12.2019,18:00:00,135.2,23.2,274.4,0.0,432.79999999999995
2918,SH000492,07.12.2019,18:30:00,140.0,23.2,283.2,0.0,446.4
2919,SH000492,07.12.2019,19:00:00,138.4,24.4,280.8,0.0,443.6
2920,SH000492,07.12.2019,19:30:00,136.8,30.8,281.6,0.0,449.20000000000005
2921,SH000492,07.12.2019,20:00:00,134.4,39.2,280.0,0.0,453.6
2922,SH000492,07.12.2019,20:30:00,134.8,40.4,281.6,0.0,456.80000000000007
2923,SH000492,07.12.2019,21:00:00,129.6,24.8,264.8,0.0,419.20000000000005
2924,SH000492,07.12.2019,21:30:00,137.6,31.2,283.2,0.0,452.0
2925,SH000492,07.12.2019,22:00:00,133.6,29.2,274.4,0.0,437.19999999999993
2926,SH000492,07.12.2019,22:30:00,133.6,29.6,275.2,0.0,438.4
2927,SH000492,07.12.2019,23:00:00,134.4,27.2,276.0,0.0,437.6
2928,SH000492,07.12.2019,23:30:00,136.8,30.8,282.4,0.0,450.0
2929,SH000492,08.12.2019,00:00:00,140.0,32.0,288.0,0.0,460.0
2930,SH000492,08.12.2019,00:30:00,133.6,27.6,273.6,0.0,434.8
2931,SH000492,08.12.2019,01:00:00,135.6,32.4,280.0,0.0,448.0
2932,SH000492,08.12.2019,01:30:00,122.0,14.0,246.4,0.0,382.4
2933,SH000492,08.12.2019,02:00:00,126.8,15.2,255.2,0.0,397.2
2934,SH000492,08.12.2019,02:30:00,128.0,15.6,258.4,0.0,402.0
2935,SH000492,08.12.2019,03:00:00,128.0,16.0,258.4,0.0,402.4
2936,SH000492,08.12.2019,03:30:00,128.0,16.0,258.4,0.0,402.4
2937,SH000492,08.12.2019,04:00:00,128.4,16.8,259.2,0.0,404.4
2938,SH000492,08.12.2019,04:30:00,124.4,16.0,251.2,0.0,391.6
2939,SH000492,08.12.2019,05:00:00,126.4,15.2,255.2,0.0,396.79999999999995
2940,SH000492,08.12.2019,05:30:00,125.2,14.8,252.8,0.0,392.8
2941,SH000492,08.12.2019,06:00:00,124.0,14.4,249.6,0.0,388.0
2942,SH000492,08.12.2019,06:30:00,126.0,14.4,253.6,0.0,394.0
2943,SH000492,08.12.2019,07:00:00,126.0,14.0,253.6,0.0,393.6
2944,SH000492,08.12.2019,07:30:00,122.4,13.6,246.4,0.0,382.4
2945,SH000492,08.12.2019,08:00:00,123.2,12.8,248.0,0.0,384.0
2946,SH000492,08.12.2019,08:30:00,128.0,12.8,257.6,0.0,398.40000000000003
2947,SH000492,08.12.2019,09:00:00,132.0,21.2,268.0,0.0,421.2
2948,SH000492,08.12.2019,09:30:00,140.4,31.6,288.0,0.0,460.0
2949,SH000492,08.12.2019,10:00:00,134.0,24.8,273.6,0.0,432.40000000000003
2950,SH000492,08.12.2019,10:30:00,147.6,32.0,301.6,0.0,481.20000000000005
2951,SH000492,08.12.2019,11:00:00,143.6,30.0,294.4,0.0,468.0
2952,SH000492,08.12.2019,11:30:00,149.2,32.8,304.8,0.0,486.8
2953,SH000492,08.12.2019,12:00:00,153.6,28.0,312.8,0.0,494.4
2954,SH000492,08.12.2019,12:30:00,146.4,28.0,299.2,0.0,473.6
2955,SH000492,08.12.2019,13:00:00,160.0,36.0,328.8,0.0,524.8
2956,SH000492,08.12.2019,13:30:00,144.0,28.8,294.4,0.0,467.2
2957,SH000492,08.12.2019,14:00:00,160.8,35.2,330.4,0.0,526.4
2958,SH000492,08.12.2019,14:30:00,148.4,26.0,302.4,0.0,476.79999999999995
2959,SH000492,08.12.2019,15:00:00,159.6,32.4,326.4,0.0,518.4
2960,SH000492,08.12.2019,15:30:00,167.6,30.4,340.8,0.0,538.8
2961,SH000492,08.12.2019,16:00:00,158.0,22.4,319.2,0.0,499.6
2962,SH000492,08.12.2019,16:30:00,146.0,23.6,296.0,0.0,465.6
2963,SH000492,08.12.2019,17:00:00,156.4,30.4,319.2,0.0,506.0
2964,SH000492,08.12.2019,17:30:00,152.0,21.2,307.2,0.0,480.4
2965,SH000492,08.12.2019,18:00:00,144.4,18.8,292.0,0.0,455.20000000000005
2966,SH000492,08.12.2019,18:30:00,147.2,36.4,303.2,0.0,486.79999999999995
2967,SH000492,08.12.2019,19:00:00,144.4,38.0,298.4,0.0,480.79999999999995
2968,SH000492,08.12.2019,19:30:00,142.0,37.6,294.4,0.0,474.0
2969,SH000492,08.12.2019,20:00:00,141.6,37.2,292.8,0.0,471.6
2970,SH000492,08.12.2019,20:30:00,144.8,37.6,300.0,0.0,482.4
2971,SH000492,08.12.2019,21:00:00,136.0,32.8,280.0,0.0,448.8
