SR.No.,Device No.,Date,Time,kWh,kVARH Lag,kVA,kVARH Lead
422,SH000198,09.12.2019,18:30:00,337.6,22.4,678.4,0
423,SH000198,09.12.2019,19:00:00,336,22.4,673.6,0
424,SH000198,09.12.2019,19:30:00,337.6,22.4,676.8,0
425,SH000198,09.12.2019,20:00:00,337.6,22.4,678.4,0
426,SH000198,09.12.2019,20:30:00,339.2,22.4,680,0
427,SH000198,09.12.2019,21:00:00,337.6,22.4,678.4,0
428,SH000198,09.12.2019,21:30:00,336.8,22.4,676.8,0
429,SH000198,09.12.2019,22:00:00,337.6,21.6,676.8,0
430,SH000198,09.12.2019,22:30:00,336,22.4,675.2,0
431,SH000198,09.12.2019,23:00:00,331.2,20.8,664,0
432,SH000198,09.12.2019,23:30:00,326.4,20.8,652.8,0
433,SH000198,10.12.2019,00:00:00,321.6,20,644.8,0
434,SH000198,10.12.2019,00:30:00,316,19.2,633.6,0
435,SH000198,10.12.2019,01:00:00,308.8,18.4,617.6,0
436,SH000198,10.12.2019,01:30:00,304,16.8,608,0
437,SH000198,10.12.2019,02:00:00,301.6,16,603.2,0
438,SH000198,10.12.2019,02:30:00,296,16,595.2,0
439,SH000198,10.12.2019,03:00:00,303.2,30.4,609.6,0
440,SH000198,10.12.2019,03:30:00,297.6,28,598.4,0
441,SH000198,10.12.2019,04:00:00,298.4,25.6,600,0
442,SH000198,10.12.2019,04:30:00,302.4,32,609.6,0
443,SH000198,10.12.2019,05:00:00,292,22.4,585.6,0
444,SH000198,10.12.2019,05:30:00,312.8,33.6,628.8,0
445,SH000198,10.12.2019,06:00:00,300,22.4,601.6,0
446,SH000198,10.12.2019,06:30:00,310.4,30.4,624,0
447,SH000198,10.12.2019,07:00:00,315.2,30.4,633.6,0
448,SH000198,10.12.2019,07:30:00,313.6,27.2,632,0
449,SH000198,10.12.2019,08:00:00,332,36,668.8,0
450,SH000198,10.12.2019,08:30:00,333.6,35.2,672,0
451,SH000198,10.12.2019,09:00:00,344.8,41.6,696,0
452,SH000198,10.12.2019,09:30:00,344,40,692.8,0
453,SH000198,10.12.2019,10:00:00,349.6,44.8,705.6,0
454,SH000198,10.12.2019,10:30:00,357.6,45.6,720,0
455,SH000198,10.12.2019,11:00:00,361.6,47.2,729.6,0
456,SH000198,10.12.2019,11:30:00,363.2,48.8,732.8,0
457,SH000198,10.12.2019,12:00:00,361.6,49.6,729.6,0
458,SH000198,10.12.2019,12:30:00,365.6,51.2,739.2,0
459,SH000198,10.12.2019,13:00:00,366.4,51.2,740.8,0
460,SH000198,10.12.2019,13:30:00,368.8,52,745.6,0
461,SH000198,10.12.2019,14:00:00,368.8,51.2,744,0
462,SH000198,10.12.2019,14:30:00,363.2,49.6,732.8,0
463,SH000198,10.12.2019,15:00:00,364,49.6,734.4,0
464,SH000198,10.12.2019,15:30:00,364,49.6,734.4,0
465,SH000198,10.12.2019,16:00:00,360.8,48,728,0
466,SH000198,10.12.2019,16:30:00,360,48.8,726.4,0
467,SH000198,10.12.2019,17:00:00,357.6,48,721.6,0
468,SH000198,10.12.2019,17:30:00,356.8,47.2,720,0
469,SH000198,10.12.2019,18:00:00,357.6,48,721.6,0
470,SH000198,10.12.2019,18:30:00,358.4,48,723.2,0
471,SH000198,10.12.2019,19:00:00,360,48,726.4,0
472,SH000198,10.12.2019,19:30:00,359.2,48,724.8,0
473,SH000198,10.12.2019,20:00:00,360,48.8,726.4,0
474,SH000198,10.12.2019,20:30:00,355.2,44.8,716.8,0
475,SH000198,10.12.2019,21:00:00,352.8,43.2,712,0
476,SH000198,10.12.2019,21:30:00,365.6,51.2,737.6,0
477,SH000198,10.12.2019,22:00:00,356.8,44.8,720,0
478,SH000198,10.12.2019,22:30:00,357.6,46.4,721.6,0
479,SH000198,10.12.2019,23:00:00,356,44.8,716.8,0
480,SH000198,10.12.2019,23:30:00,350.4,44.8,707.2,0
481,SH000198,11.12.2019,00:00:00,331.2,32.8,665.6,0
482,SH000198,11.12.2019,00:30:00,335.2,40,675.2,0
483,SH000198,11.12.2019,01:00:00,334.4,44,675.2,0
484,SH000198,11.12.2019,01:30:00,315.2,28.8,633.6,0
485,SH000198,11.12.2019,02:00:00,315.2,35.2,635.2,0
486,SH000198,11.12.2019,02:30:00,316,35.2,636.8,0
487,SH000198,11.12.2019,03:00:00,325.6,44,657.6,0
488,SH000198,11.12.2019,03:30:00,312,34.4,630.4,0
489,SH000198,11.12.2019,04:00:00,309.6,32,622.4,0
490,SH000198,11.12.2019,04:30:00,315.2,38.4,635.2,0
491,SH000198,11.12.2019,05:00:00,312,34.4,628.8,0
492,SH000198,11.12.2019,05:30:00,310.4,33.6,625.6,0
493,SH000198,11.12.2019,06:00:00,308,28,617.6,0
494,SH000198,11.12.2019,06:30:00,332,40,670.4,0
495,SH000198,11.12.2019,07:00:00,322.4,32,649.6,0
496,SH000198,11.12.2019,07:30:00,332.8,34.4,668.8,0
497,SH000198,11.12.2019,08:00:00,334.4,37.6,672,0
498,SH000198,11.12.2019,08:30:00,339.2,36,684.8,0
499,SH000198,11.12.2019,09:00:00,341.6,39.2,688,0
500,SH000198,11.12.2019,09:30:00,343.2,39.2,692.8,0
501,SH000198,11.12.2019,10:00:00,346.4,43.2,699.2,0
502,SH000198,11.12.2019,10:30:00,348.8,44,704,0
503,SH000198,11.12.2019,11:00:00,343.2,40,691.2,0
504,SH000198,11.12.2019,11:30:00,348,38.4,700.8,0
505,SH000198,11.12.2019,12:00:00,356.8,46.4,720,0
506,SH000198,11.12.2019,12:30:00,357.6,48,721.6,0
507,SH000198,11.12.2019,13:00:00,358.4,50.4,723.2,0
508,SH000198,11.12.2019,13:30:00,349.6,44,705.6,0
509,SH000198,11.12.2019,14:00:00,361.6,51.2,731.2,0
510,SH000198,11.12.2019,14:30:00,360,48.8,726.4,0
511,SH000198,11.12.2019,15:00:00,356,48.8,718.4,0
512,SH000198,11.12.2019,15:30:00,356,44.8,716.8,0
513,SH000198,11.12.2019,16:00:00,351.2,44,707.2,0
514,SH000198,11.12.2019,16:30:00,349.6,40,704,0
515,SH000198,11.12.2019,17:00:00,356,49.6,718.4,0
516,SH000198,11.12.2019,17:30:00,356.8,50.4,723.2,0
517,SH000198,11.12.2019,18:00:00,355.2,45.6,715.2,0
518,SH000198,11.12.2019,18:30:00,360.8,49.6,728,0
519,SH000198,11.12.2019,19:00:00,356,48,718.4,0
520,SH000198,11.12.2019,19:30:00,346.4,44,697.6,0
521,SH000198,11.12.2019,20:00:00,346.4,38.4,697.6,0
522,SH000198,11.12.2019,20:30:00,347.2,41.6,700.8,0
523,SH000198,11.12.2019,21:00:00,346.4,36.8,696,0
524,SH000198,11.12.2019,21:30:00,348,40,702.4,0
525,SH000198,11.12.2019,22:00:00,348,38.4,700.8,0
526,SH000198,11.12.2019,22:30:00,343.2,35.2,689.6,0
527,SH000198,11.12.2019,23:00:00,340,33.6,683.2,0
528,SH000198,11.12.2019,23:30:00,344,40.8,694.4,0
529,SH000198,12.12.2019,00:00:00,336.8,39.2,678.4,0
530,SH000198,12.12.2019,00:30:00,320.8,28,644.8,0
531,SH000198,12.12.2019,01:00:00,331.2,39.2,667.2,0
532,SH000198,12.12.2019,01:30:00,316,32.8,635.2,0
533,SH000198,12.12.2019,02:00:00,314.4,33.6,633.6,0
534,SH000198,12.12.2019,02:30:00,304.8,28.8,614.4,0
535,SH000198,12.12.2019,03:00:00,307.2,32,619.2,0
536,SH000198,12.12.2019,03:30:00,306.4,29.6,616,0
537,SH000198,12.12.2019,04:00:00,304.8,31.2,612.8,0
538,SH000198,12.12.2019,04:30:00,307.2,31.2,617.6,0
539,SH000198,12.12.2019,05:00:00,296,24.8,593.6,0
540,SH000198,12.12.2019,05:30:00,316,35.2,636.8,0
541,SH000198,12.12.2019,06:00:00,311.2,29.6,627.2,0
542,SH000198,12.12.2019,06:30:00,316,31.2,636.8,0
543,SH000198,12.12.2019,07:00:00,324,33.6,651.2,0
544,SH000198,12.12.2019,07:30:00,325.6,32.8,654.4,0
545,SH000198,12.12.2019,08:00:00,332,37.6,667.2,0
546,SH000198,12.12.2019,08:30:00,330.4,35.2,665.6,0
547,SH000198,12.12.2019,09:00:00,336,35.2,675.2,0
548,SH000198,12.12.2019,09:30:00,340.8,40,688,0
549,SH000198,12.12.2019,10:00:00,334.4,35.2,672,0
550,SH000198,12.12.2019,10:30:00,347.2,41.6,700.8,0
551,SH000198,12.12.2019,11:00:00,338.4,33.6,680,0
552,SH000198,12.12.2019,11:30:00,348.8,44,704,0
553,SH000198,12.12.2019,12:00:00,349.6,42.4,705.6,0
554,SH000198,12.12.2019,12:30:00,347.2,40.8,699.2,0
555,SH000198,12.12.2019,13:00:00,368,48.8,742.4,0
556,SH000198,12.12.2019,13:30:00,388,57.6,782.4,0
557,SH000198,12.12.2019,14:00:00,383.2,55.2,774.4,0
558,SH000198,12.12.2019,14:30:00,384.8,56.8,777.6,0
559,SH000198,12.12.2019,15:00:00,384,57.6,776,0
560,SH000198,12.12.2019,15:30:00,377.6,47.2,761.6,0
561,SH000198,12.12.2019,16:00:00,373.6,20,748.8,0
562,SH000198,12.12.2019,16:30:00,377.6,16.8,758.4,0
563,SH000198,12.12.2019,17:00:00,375.2,15.2,750.4,0
564,SH000198,12.12.2019,17:30:00,374.4,11.2,750.4,0
565,SH000198,12.12.2019,18:00:00,372,11.2,744,0
566,SH000198,12.12.2019,18:30:00,372,11.2,745.6,0
567,SH000198,12.12.2019,19:00:00,372,11.2,744,0
568,SH000198,12.12.2019,19:30:00,376.8,11.2,753.6,0
569,SH000198,12.12.2019,20:00:00,374.4,11.2,748.8,0
570,SH000198,12.12.2019,20:30:00,373.6,12,748.8,0
571,SH000198,12.12.2019,21:00:00,376,12,752,0
572,SH000198,12.12.2019,21:30:00,373.6,11.2,747.2,0
573,SH000198,12.12.2019,22:00:00,373.6,12.8,748.8,0
574,SH000198,12.12.2019,22:30:00,372,12,744,0
575,SH000198,12.12.2019,23:00:00,364.8,10.4,729.6,0
576,SH000198,12.12.2019,23:30:00,361.6,9.6,724.8,0
577,SH000198,13.12.2019,00:00:00,358.4,9.6,716.8,0
578,SH000198,13.12.2019,00:30:00,352.8,9.6,705.6,0
579,SH000198,13.12.2019,01:00:00,348,9.6,696,0
580,SH000198,13.12.2019,01:30:00,343.2,9.6,686.4,0
581,SH000198,13.12.2019,02:00:00,337.6,9.6,675.2,0
582,SH000198,13.12.2019,02:30:00,336.8,8.8,673.6,0
583,SH000198,13.12.2019,03:00:00,334.4,8.8,670.4,0
584,SH000198,13.12.2019,03:30:00,332.8,9.6,665.6,0
585,SH000198,13.12.2019,04:00:00,329.6,8,659.2,0
586,SH000198,13.12.2019,04:30:00,333.6,9.6,667.2,0
587,SH000198,13.12.2019,05:00:00,333.6,9.6,667.2,0
588,SH000198,13.12.2019,05:30:00,333.6,8.8,667.2,0
589,SH000198,13.12.2019,06:00:00,336,8.8,672,0
590,SH000198,13.12.2019,06:30:00,341.6,9.6,683.2,0
591,SH000198,13.12.2019,07:00:00,346.4,9.6,694.4,0
592,SH000198,13.12.2019,07:30:00,349.6,9.6,699.2,0
593,SH000198,13.12.2019,08:00:00,352.8,9.6,705.6,0
594,SH000198,13.12.2019,08:30:00,354.4,9.6,708.8,0
595,SH000198,13.12.2019,09:00:00,356,9.6,713.6,0
596,SH000198,13.12.2019,09:30:00,359.2,11.2,721.6,0
597,SH000198,13.12.2019,10:00:00,361.6,11.2,723.2,0
598,SH000198,13.12.2019,10:30:00,363.2,11.2,726.4,0
599,SH000198,13.12.2019,11:00:00,365.6,11.2,732.8,0
600,SH000198,13.12.2019,11:30:00,367.2,11.2,736,0
601,SH000198,13.12.2019,12:00:00,368.8,11.2,737.6,0
602,SH000198,13.12.2019,12:30:00,371.2,11.2,742.4,0
603,SH000198,13.12.2019,13:00:00,372,11.2,744,0
604,SH000198,13.12.2019,13:30:00,372.8,11.2,745.6,0
605,SH000198,13.12.2019,14:00:00,368,11.2,736,0
606,SH000198,13.12.2019,14:30:00,340.8,8.8,681.6,0
607,SH000198,13.12.2019,15:00:00,359.2,10.4,720,0
608,SH000198,13.12.2019,15:30:00,346.4,9.6,692.8,0
609,SH000198,13.12.2019,16:00:00,344,9.6,688,0
610,SH000198,13.12.2019,16:30:00,344,9.6,688,0
611,SH000198,13.12.2019,17:00:00,342.4,9.6,684.8,0
612,SH000198,13.12.2019,17:30:00,348,9.6,696,0
613,SH000198,13.12.2019,18:00:00,337.6,9.6,675.2,0
614,SH000198,13.12.2019,18:30:00,348,9.6,696,0
615,SH000198,13.12.2019,19:00:00,348,9.6,696,0
616,SH000198,13.12.2019,19:30:00,348,10.4,696,0
617,SH000198,13.12.2019,20:00:00,348,10.4,696,0
618,SH000198,13.12.2019,20:30:00,344,8.8,688,0
619,SH000198,13.12.2019,21:00:00,344,8.8,688,0
620,SH000198,13.12.2019,21:30:00,348,9.6,696,0
621,SH000198,13.12.2019,22:00:00,352,11.2,704,0
622,SH000198,13.12.2019,22:30:00,348.8,9.6,697.6,0
623,SH000198,13.12.2019,23:00:00,348.8,11.2,699.2,0
624,SH000198,13.12.2019,23:30:00,335.2,9.6,672,0
625,SH000198,14.12.2019,00:00:00,331.2,8.8,662.4,0
626,SH000198,14.12.2019,00:30:00,333.6,9.6,667.2,0
627,SH000198,14.12.2019,01:00:00,322.4,8.8,644.8,0
628,SH000198,14.12.2019,01:30:00,314.4,8,628.8,0
629,SH000198,14.12.2019,02:00:00,316.8,8,633.6,0
630,SH000198,14.12.2019,02:30:00,305.6,8,612.8,0
631,SH000198,14.12.2019,03:00:00,315.2,8,630.4,0
632,SH000198,14.12.2019,03:30:00,301.6,6.4,603.2,0
633,SH000198,14.12.2019,04:00:00,308.8,8,617.6,0
634,SH000198,14.12.2019,04:30:00,294.4,7.2,588.8,0
635,SH000198,14.12.2019,05:00:00,320.8,8,641.6,0
636,SH000198,14.12.2019,05:30:00,313.6,8,628.8,0
637,SH000198,14.12.2019,06:00:00,307.2,8.8,614.4,0
638,SH000198,14.12.2019,06:30:00,318.4,8.8,636.8,0
639,SH000198,14.12.2019,07:00:00,322.4,9.6,646.4,0
640,SH000198,14.12.2019,07:30:00,326.4,9.6,652.8,0
641,SH000198,14.12.2019,08:00:00,323.2,10.4,646.4,0
642,SH000198,14.12.2019,08:30:00,332,9.6,664,0
643,SH000198,14.12.2019,09:00:00,337.6,9.6,675.2,0
644,SH000198,14.12.2019,09:30:00,338.4,10.4,678.4,0
645,SH000198,14.12.2019,10:00:00,332,11.2,664,0
646,SH000198,14.12.2019,10:30:00,354.4,11.2,708.8,0
647,SH000198,14.12.2019,11:00:00,352,10.4,705.6,0
648,SH000198,14.12.2019,11:30:00,354.4,11.2,708.8,0
649,SH000198,14.12.2019,12:00:00,356.8,11.2,713.6,0
650,SH000198,14.12.2019,12:30:00,356.8,11.2,713.6,0
651,SH000198,14.12.2019,13:00:00,358.4,11.2,716.8,0
652,SH000198,14.12.2019,13:30:00,359.2,11.2,718.4,0
653,SH000198,14.12.2019,14:00:00,360,11.2,720,0
654,SH000198,14.12.2019,14:30:00,360.8,11.2,721.6,0
655,SH000198,14.12.2019,15:00:00,242.4,8,486.4,0
656,SH000198,14.12.2019,15:30:00,357.6,10.4,715.2,0
657,SH000198,14.12.2019,16:00:00,356.8,9.6,713.6,0
658,SH000198,14.12.2019,16:30:00,352.8,9.6,705.6,0
659,SH000198,14.12.2019,17:00:00,356,11.2,713.6,0
660,SH000198,14.12.2019,17:30:00,353.6,9.6,707.2,0
661,SH000198,14.12.2019,18:00:00,353.6,9.6,707.2,0
662,SH000198,14.12.2019,18:30:00,349.6,11.2,700.8,0
663,SH000198,14.12.2019,19:00:00,353.6,12,707.2,0
664,SH000198,14.12.2019,19:30:00,360.8,11.2,721.6,0
665,SH000198,14.12.2019,20:00:00,357.6,11.2,716.8,0
666,SH000198,14.12.2019,20:30:00,353.6,11.2,707.2,0
667,SH000198,14.12.2019,21:00:00,359.2,12.8,718.4,0
668,SH000198,14.12.2019,21:30:00,352.8,11.2,707.2,0
669,SH000198,14.12.2019,22:00:00,350.4,11.2,700.8,0
670,SH000198,14.12.2019,22:30:00,358.4,12,716.8,0
671,SH000198,14.12.2019,23:00:00,348,9.6,697.6,0
672,SH000198,14.12.2019,23:30:00,338.4,10.4,676.8,0
673,SH000198,15.12.2019,00:00:00,339.2,11.2,680,0
674,SH000198,15.12.2019,00:30:00,322.4,8.8,644.8,0
675,SH000198,15.12.2019,01:00:00,324,9.6,649.6,0
676,SH000198,15.12.2019,01:30:00,320,8,640,0
677,SH000198,15.12.2019,02:00:00,317.6,8.8,635.2,0
678,SH000198,15.12.2019,02:30:00,317.6,8,635.2,0
679,SH000198,15.12.2019,03:00:00,310.4,8,620.8,0
680,SH000198,15.12.2019,03:30:00,305.6,8.8,611.2,0
681,SH000198,15.12.2019,04:00:00,307.2,8,614.4,0
682,SH000198,15.12.2019,04:30:00,307.2,7.2,614.4,0
683,SH000198,15.12.2019,05:00:00,311.2,8,624,0
684,SH000198,15.12.2019,05:30:00,303.2,8,606.4,0
685,SH000198,15.12.2019,06:00:00,313.6,8,627.2,0
686,SH000198,15.12.2019,06:30:00,327.2,8.8,654.4,0
687,SH000198,15.12.2019,07:00:00,317.6,8,635.2,0
688,SH000198,15.12.2019,07:30:00,328,8,656,0
689,SH000198,15.12.2019,08:00:00,328.8,8,657.6,0
690,SH000198,15.12.2019,08:30:00,324.8,8,649.6,0
691,SH000198,15.12.2019,09:00:00,340,9.6,680,0
692,SH000198,15.12.2019,09:30:00,340.8,10.4,681.6,0
693,SH000198,15.12.2019,10:00:00,340,11.2,680,0
694,SH000198,15.12.2019,10:30:00,344.8,11.2,689.6,0
695,SH000198,15.12.2019,11:00:00,348.8,10.4,697.6,0
696,SH000198,15.12.2019,11:30:00,352.8,9.6,705.6,0
697,SH000198,15.12.2019,12:00:00,349.6,9.6,699.2,0
698,SH000198,15.12.2019,12:30:00,350.4,11.2,700.8,0
699,SH000198,15.12.2019,13:00:00,356.8,11.2,715.2,0
700,SH000198,15.12.2019,13:30:00,359.2,11.2,718.4,0
701,SH000198,15.12.2019,14:00:00,360.8,12.8,723.2,0
702,SH000198,15.12.2019,14:30:00,360,12.8,723.2,0
703,SH000198,15.12.2019,15:00:00,361.6,12,723.2,0
704,SH000198,15.12.2019,15:30:00,351.2,11.2,702.4,0
705,SH000198,15.12.2019,16:00:00,359.2,11.2,720,0
706,SH000198,15.12.2019,16:30:00,352.8,11.2,707.2,0
707,SH000198,15.12.2019,17:00:00,352,11.2,704,0
708,SH000198,15.12.2019,17:30:00,346.4,11.2,692.8,0
709,SH000198,15.12.2019,18:00:00,353.6,9.6,707.2,0
710,SH000198,15.12.2019,18:30:00,352.8,10.4,705.6,0
711,SH000198,15.12.2019,19:00:00,349.6,10.4,699.2,0
712,SH000198,15.12.2019,19:30:00,349.6,10.4,699.2,0
713,SH000198,15.12.2019,20:00:00,351.2,10.4,702.4,0
714,SH000198,15.12.2019,20:30:00,358.4,11.2,716.8,0
715,SH000198,15.12.2019,21:00:00,342.4,10.4,684.8,0
716,SH000198,15.12.2019,21:30:00,360.8,12.8,721.6,0
717,SH000198,15.12.2019,22:00:00,355.2,12,710.4,0
718,SH000198,15.12.2019,22:30:00,345.6,11.2,691.2,0
719,SH000198,15.12.2019,23:00:00,348,10.4,696,0
720,SH000198,15.12.2019,23:30:00,336,10.4,672,0
721,SH000198,16.12.2019,00:00:00,332,9.6,664,0
722,SH000198,16.12.2019,00:30:00,329.6,10.4,659.2,0
723,SH000198,16.12.2019,01:00:00,329.6,9.6,659.2,0
724,SH000198,16.12.2019,01:30:00,317.6,8,636.8,0
725,SH000198,16.12.2019,02:00:00,313.6,9.6,628.8,0
726,SH000198,16.12.2019,02:30:00,313.6,9.6,628.8,0
727,SH000198,16.12.2019,03:00:00,315.2,8,630.4,0
728,SH000198,16.12.2019,03:30:00,296.8,7.2,593.6,0
729,SH000198,16.12.2019,04:00:00,312,9.6,625.6,0
730,SH000198,16.12.2019,04:30:00,304,8,608,0
731,SH000198,16.12.2019,05:00:00,312,8,624,0
732,SH000198,16.12.2019,05:30:00,308.8,7.2,617.6,0
733,SH000198,16.12.2019,06:00:00,312.8,7.2,625.6,0
734,SH000198,16.12.2019,06:30:00,309.6,6.4,619.2,0
735,SH000198,16.12.2019,07:00:00,314.4,7.2,628.8,0
736,SH000198,16.12.2019,07:30:00,320,8,640,0
737,SH000198,16.12.2019,08:00:00,325.6,8,652.8,0
738,SH000198,16.12.2019,08:30:00,328,8,656,0
739,SH000198,16.12.2019,09:00:00,330.4,8,660.8,0
740,SH000198,16.12.2019,09:30:00,332,8,664,0
741,SH000198,16.12.2019,10:00:00,340,8.8,680,0
742,SH000198,16.12.2019,10:30:00,352.8,11.2,705.6,0
743,SH000198,16.12.2019,11:00:00,355.2,11.2,710.4,0
744,SH000198,16.12.2019,11:30:00,366.4,11.2,734.4,0
745,SH000198,16.12.2019,12:00:00,389.6,12.8,779.2,0
746,SH000198,16.12.2019,12:30:00,369.6,11.2,739.2,0
747,SH000198,16.12.2019,13:00:00,356.8,11.2,713.6,0
748,SH000198,16.12.2019,13:30:00,364,12,728,0
749,SH000198,16.12.2019,14:00:00,360.8,12,721.6,0
750,SH000198,16.12.2019,14:30:00,361.6,12,724.8,0
751,SH000198,16.12.2019,15:00:00,360.8,11.2,723.2,0
752,SH000198,16.12.2019,15:30:00,360,11.2,720,0
753,SH000198,16.12.2019,16:00:00,360,12,720,0
754,SH000198,16.12.2019,16:30:00,357.6,12,716.8,0
755,SH000198,16.12.2019,17:00:00,356.8,12.8,713.6,0
756,SH000198,16.12.2019,17:30:00,356.8,11.2,713.6,0
757,SH000198,16.12.2019,18:00:00,358.4,12,716.8,0
758,SH000198,16.12.2019,18:30:00,358.4,12.8,716.8,0
759,SH000198,16.12.2019,19:00:00,360,12.8,720,0
760,SH000198,16.12.2019,19:30:00,351.2,10.4,702.4,0
761,SH000198,16.12.2019,20:00:00,360.8,11.2,721.6,0
762,SH000198,16.12.2019,20:30:00,362.4,11.2,724.8,0
763,SH000198,16.12.2019,21:00:00,362.4,11.2,726.4,0
764,SH000198,16.12.2019,21:30:00,355.2,10.4,710.4,0
765,SH000198,16.12.2019,22:00:00,362.4,11.2,726.4,0
766,SH000198,16.12.2019,22:30:00,348.8,9.6,697.6,0
767,SH000198,16.12.2019,23:00:00,358.4,10.4,718.4,0
768,SH000198,16.12.2019,23:30:00,343.2,10.4,686.4,0
769,SH000198,17.12.2019,00:00:00,331.2,8,662.4,0
770,SH000198,17.12.2019,00:30:00,333.6,9.6,667.2,0
771,SH000198,17.12.2019,01:00:00,330.4,9.6,662.4,0
772,SH000198,17.12.2019,01:30:00,327.2,8,654.4,0
773,SH000198,17.12.2019,02:00:00,322.4,8.8,644.8,0
774,SH000198,17.12.2019,02:30:00,314.4,8,630.4,0
775,SH000198,17.12.2019,03:00:00,312.8,8,627.2,0
776,SH000198,17.12.2019,03:30:00,308.8,7.2,617.6,0
777,SH000198,17.12.2019,04:00:00,326.4,9.6,652.8,0
778,SH000198,17.12.2019,04:30:00,308,7.2,616,0
779,SH000198,17.12.2019,05:00:00,312.8,8.8,625.6,0
780,SH000198,17.12.2019,05:30:00,321.6,8.8,643.2,0
781,SH000198,17.12.2019,06:00:00,314.4,7.2,628.8,0
782,SH000198,17.12.2019,06:30:00,321.6,8,644.8,0
783,SH000198,17.12.2019,07:00:00,326.4,8,652.8,0
784,SH000198,17.12.2019,07:30:00,341.6,9.6,683.2,0
785,SH000198,17.12.2019,08:00:00,336.8,8.8,673.6,0
786,SH000198,17.12.2019,08:30:00,332.8,9.6,665.6,0
787,SH000198,17.12.2019,09:00:00,346.4,9.6,694.4,0
788,SH000198,17.12.2019,09:30:00,349.6,10.4,699.2,0
789,SH000198,17.12.2019,10:00:00,351.2,9.6,702.4,0
790,SH000198,17.12.2019,10:30:00,354.4,9.6,708.8,0
791,SH000198,17.12.2019,11:00:00,356,9.6,712,0
792,SH000198,17.12.2019,11:30:00,357.6,10.4,715.2,0
793,SH000198,17.12.2019,12:00:00,358.4,11.2,716.8,0
794,SH000198,17.12.2019,12:30:00,358.4,11.2,718.4,0
795,SH000198,17.12.2019,13:00:00,361.6,11.2,723.2,0
796,SH000198,17.12.2019,13:30:00,360.8,10.4,721.6,0
797,SH000198,17.12.2019,14:00:00,361.6,11.2,723.2,0
798,SH000198,17.12.2019,14:30:00,361.6,11.2,723.2,0
799,SH000198,17.12.2019,15:00:00,362.4,11.2,724.8,0
800,SH000198,17.12.2019,15:30:00,360.8,11.2,721.6,0
801,SH000198,17.12.2019,16:00:00,360.8,11.2,721.6,0
802,SH000198,17.12.2019,16:30:00,359.2,10.4,718.4,0
803,SH000198,17.12.2019,17:00:00,356.8,9.6,713.6,0
804,SH000198,17.12.2019,17:30:00,356,10.4,712,0
805,SH000198,17.12.2019,18:00:00,356,9.6,712,0
806,SH000198,17.12.2019,18:30:00,358.4,9.6,716.8,0
807,SH000198,17.12.2019,19:00:00,358.4,10.4,716.8,0
808,SH000198,17.12.2019,19:30:00,360,9.6,721.6,0
809,SH000198,17.12.2019,20:00:00,355.2,11.2,710.4,0
810,SH000198,17.12.2019,20:30:00,360.8,11.2,721.6,0
811,SH000198,17.12.2019,21:00:00,359.2,11.2,718.4,0
812,SH000198,17.12.2019,21:30:00,357.6,9.6,716.8,0
813,SH000198,17.12.2019,22:00:00,360,10.4,720,0
814,SH000198,17.12.2019,22:30:00,352,10.4,704,0
815,SH000198,17.12.2019,23:00:00,354.4,10.4,708.8,0
816,SH000198,17.12.2019,23:30:00,350.4,9.6,700.8,0
817,SH000198,18.12.2019,00:00:00,346.4,9.6,692.8,0
818,SH000198,18.12.2019,00:30:00,340,9.6,680,0
819,SH000198,18.12.2019,01:00:00,323.2,8,646.4,0
820,SH000198,18.12.2019,01:30:00,320,8,640,0
821,SH000198,18.12.2019,02:00:00,319.2,10.4,638.4,0
822,SH000198,18.12.2019,02:30:00,311.2,8,622.4,0
823,SH000198,18.12.2019,03:00:00,306.4,8,612.8,0
824,SH000198,18.12.2019,03:30:00,321.6,8.8,644.8,0
825,SH000198,18.12.2019,04:00:00,308,8,616,0
826,SH000198,18.12.2019,04:30:00,303.2,8,608,0
827,SH000198,18.12.2019,05:00:00,304,8,608,0
828,SH000198,18.12.2019,05:30:00,305.6,7.2,611.2,0
829,SH000198,18.12.2019,06:00:00,308.8,8,617.6,0
830,SH000198,18.12.2019,06:30:00,310.4,8,620.8,0
831,SH000198,18.12.2019,07:00:00,316,8,632,0
832,SH000198,18.12.2019,07:30:00,319.2,8,638.4,0
833,SH000198,18.12.2019,08:00:00,324,8,648,0
834,SH000198,18.12.2019,08:30:00,327.2,8,654.4,0
835,SH000198,18.12.2019,09:00:00,328,8,656,0
836,SH000198,18.12.2019,09:30:00,330.4,9.6,660.8,0
837,SH000198,18.12.2019,10:00:00,331.2,8.8,664,0
838,SH000198,18.12.2019,10:30:00,337.6,9.6,675.2,0
839,SH000198,18.12.2019,11:00:00,349.6,10.4,699.2,0
840,SH000198,18.12.2019,11:30:00,347.2,9.6,694.4,0
841,SH000198,18.12.2019,12:00:00,337.6,9.6,675.2,0
842,SH000198,18.12.2019,12:30:00,338.4,8.8,676.8,0
843,SH000198,18.12.2019,13:00:00,339.2,8.8,678.4,0
844,SH000198,18.12.2019,13:30:00,340.8,9.6,681.6,0
845,SH000198,18.12.2019,14:00:00,340.8,9.6,683.2,0
846,SH000198,18.12.2019,14:30:00,320,8.8,640,0
847,SH000198,18.12.2019,15:00:00,345.6,9.6,691.2,0
848,SH000198,18.12.2019,15:30:00,369.6,10.4,739.2,0
