SR.No.,Device No.,Date,Time,kWh,kVARH Lag,kVA,kVARH Lead,Total
959,SH000458,02.12.2019,23:00:00,347.2,39.6,698.4,0.0,1085.2
960,SH000458,02.12.2019,23:30:00,346.8,39.6,698.4,0.0,1084.8
961,SH000458,03.12.2019,00:00:00,347.6,40.0,700.0,0.0,1087.6
962,SH000458,03.12.2019,00:30:00,344.4,39.6,692.8,0.0,1076.8
963,SH000458,03.12.2019,01:00:00,342.0,39.2,688.0,0.0,1069.2
964,SH000458,03.12.2019,01:30:00,342.0,40.0,688.8,0.0,1070.8
965,SH000458,03.12.2019,02:00:00,342.4,40.4,689.6,0.0,1072.4
966,SH000458,03.12.2019,02:30:00,341.6,40.8,688.0,0.0,1070.4
967,SH000458,03.12.2019,03:00:00,341.2,41.2,688.0,0.0,1070.4
968,SH000458,03.12.2019,03:30:00,342.4,41.6,689.6,0.0,1073.6
969,SH000458,03.12.2019,04:00:00,340.0,40.4,684.8,0.0,1065.1999999999998
970,SH000458,03.12.2019,04:30:00,341.2,40.8,687.2,0.0,1069.2
971,SH000458,03.12.2019,05:00:00,341.6,40.4,688.0,0.0,1070.0
972,SH000458,03.12.2019,05:30:00,341.2,39.6,687.2,0.0,1068.0
973,SH000458,03.12.2019,06:00:00,342.0,38.8,688.8,0.0,1069.6
974,SH000458,03.12.2019,06:30:00,343.2,38.8,691.2,0.0,1073.2
975,SH000458,03.12.2019,07:00:00,342.8,38.4,689.6,0.0,1070.8
976,SH000458,03.12.2019,07:30:00,345.6,39.6,696.0,0.0,1081.2
977,SH000458,03.12.2019,08:00:00,344.8,38.4,693.6,0.0,1076.8
978,SH000458,03.12.2019,08:30:00,343.2,38.8,690.4,0.0,1072.4
979,SH000458,03.12.2019,09:00:00,345.6,38.4,695.2,0.0,1079.2
980,SH000458,03.12.2019,09:30:00,346.8,39.6,698.4,0.0,1084.8
981,SH000458,03.12.2019,10:00:00,346.4,38.8,697.6,0.0,1082.8
982,SH000458,03.12.2019,10:30:00,353.2,40.8,711.2,0.0,1105.2
983,SH000458,03.12.2019,11:00:00,350.8,40.8,707.2,0.0,1098.8000000000002
984,SH000458,03.12.2019,11:30:00,356.0,41.6,716.8,0.0,1114.4
985,SH000458,03.12.2019,12:00:00,356.0,42.8,716.8,0.0,1115.6
986,SH000458,03.12.2019,12:30:00,356.4,43.6,717.6,0.0,1117.6
987,SH000458,03.12.2019,13:00:00,358.0,43.6,721.6,0.0,1123.2
988,SH000458,03.12.2019,13:30:00,350.8,40.8,707.2,0.0,1098.8000000000002
989,SH000458,03.12.2019,14:00:00,356.0,41.6,716.8,0.0,1114.4
990,SH000458,03.12.2019,14:30:00,355.2,41.2,715.2,0.0,1111.6
991,SH000458,03.12.2019,15:00:00,357.2,41.2,718.4,0.0,1116.8
992,SH000458,03.12.2019,15:30:00,355.2,40.4,714.4,0.0,1110.0
993,SH000458,03.12.2019,16:00:00,353.6,40.4,712.0,0.0,1106.0
994,SH000458,03.12.2019,16:30:00,356.8,41.2,718.4,0.0,1116.4
995,SH000458,03.12.2019,17:00:00,351.6,40.0,707.2,0.0,1098.8000000000002
996,SH000458,03.12.2019,17:30:00,352.4,40.8,709.6,0.0,1102.8
997,SH000458,03.12.2019,18:00:00,351.6,40.0,707.2,0.0,1098.8000000000002
998,SH000458,03.12.2019,18:30:00,349.6,40.0,704.0,0.0,1093.6
999,SH000458,03.12.2019,19:00:00,347.6,39.6,700.0,0.0,1087.2
1000,SH000458,03.12.2019,19:30:00,346.0,39.6,696.8,0.0,1082.4
1001,SH000458,03.12.2019,20:00:00,348.8,40.4,702.4,0.0,1091.6
1002,SH000458,03.12.2019,20:30:00,345.6,39.2,696.0,0.0,1080.8
1003,SH000458,03.12.2019,21:00:00,348.4,40.0,701.6,0.0,1090.0
1004,SH000458,03.12.2019,21:30:00,349.2,40.8,703.2,0.0,1093.2
1005,SH000458,03.12.2019,22:00:00,346.0,39.6,696.8,0.0,1082.4
1006,SH000458,03.12.2019,22:30:00,349.6,40.8,703.2,0.0,1093.6000000000001
1007,SH000458,03.12.2019,23:00:00,345.6,40.4,696.0,0.0,1082.0
1008,SH000458,03.12.2019,23:30:00,344.4,40.0,693.6,0.0,1078.0
1009,SH000458,04.12.2019,00:00:00,343.6,38.8,692.0,0.0,1074.4
1010,SH000458,04.12.2019,00:30:00,344.0,39.2,692.0,0.0,1075.2
1011,SH000458,04.12.2019,01:00:00,342.4,39.2,688.0,0.0,1069.6
1012,SH000458,04.12.2019,01:30:00,341.6,39.6,687.2,0.0,1068.4
1013,SH000458,04.12.2019,02:00:00,342.8,40.4,690.4,0.0,1073.6
1014,SH000458,04.12.2019,02:30:00,339.2,40.0,684.0,0.0,1063.2
1015,SH000458,04.12.2019,03:00:00,340.4,40.4,685.6,0.0,1066.4
1016,SH000458,04.12.2019,03:30:00,338.8,40.0,683.2,0.0,1062.0
1017,SH000458,04.12.2019,04:00:00,338.8,40.8,682.4,0.0,1062.0
1018,SH000458,04.12.2019,04:30:00,340.0,40.8,684.8,0.0,1065.6
1019,SH000458,04.12.2019,05:00:00,340.4,40.4,685.6,0.0,1066.4
1020,SH000458,04.12.2019,05:30:00,339.6,38.8,683.2,0.0,1061.6000000000001
1021,SH000458,04.12.2019,06:00:00,341.6,38.8,688.0,0.0,1068.4
1022,SH000458,04.12.2019,06:30:00,340.4,37.6,684.8,0.0,1062.8
1023,SH000458,04.12.2019,07:00:00,342.8,38.0,688.8,0.0,1069.6
1024,SH000458,04.12.2019,07:30:00,344.0,38.0,692.0,0.0,1074.0
1025,SH000458,04.12.2019,08:00:00,343.6,38.4,691.2,0.0,1073.2
1026,SH000458,04.12.2019,08:30:00,345.2,38.0,695.2,0.0,1078.4
1027,SH000458,04.12.2019,09:00:00,344.4,38.0,693.6,0.0,1076.0
1028,SH000458,04.12.2019,09:30:00,349.6,39.6,703.2,0.0,1092.4
1029,SH000458,04.12.2019,10:00:00,345.6,39.6,696.0,0.0,1081.2
1030,SH000458,04.12.2019,10:30:00,346.0,39.6,696.0,0.0,1081.6
1031,SH000458,04.12.2019,11:00:00,348.0,40.8,701.6,0.0,1090.4
1032,SH000458,04.12.2019,11:30:00,344.4,40.4,693.6,0.0,1078.4
1033,SH000458,04.12.2019,12:00:00,349.2,42.4,703.2,0.0,1094.8
1034,SH000458,04.12.2019,12:30:00,350.4,43.6,706.4,0.0,1100.4
1035,SH000458,04.12.2019,13:00:00,349.6,41.2,704.0,0.0,1094.8
1036,SH000458,04.12.2019,13:30:00,350.0,40.4,704.0,0.0,1094.4
1037,SH000458,04.12.2019,14:00:00,351.6,40.4,708.0,0.0,1100.0
1038,SH000458,04.12.2019,14:30:00,350.4,39.6,705.6,0.0,1095.6
1039,SH000458,04.12.2019,15:00:00,358.8,41.6,722.4,0.0,1122.8
1040,SH000458,04.12.2019,15:30:00,353.2,40.8,711.2,0.0,1105.2
1041,SH000458,04.12.2019,16:00:00,356.4,41.6,717.6,0.0,1115.6
1042,SH000458,04.12.2019,16:30:00,359.6,42.4,724.8,0.0,1126.8
1043,SH000458,04.12.2019,17:00:00,354.8,40.8,715.2,0.0,1110.8000000000002
1044,SH000458,04.12.2019,17:30:00,348.4,40.0,701.6,0.0,1090.0
1045,SH000458,04.12.2019,18:00:00,349.6,40.0,704.0,0.0,1093.6
1046,SH000458,04.12.2019,18:30:00,348.0,40.0,700.8,0.0,1088.8
1047,SH000458,04.12.2019,19:00:00,350.8,41.2,707.2,0.0,1099.2
1048,SH000458,04.12.2019,19:30:00,350.0,41.6,704.8,0.0,1096.4
1049,SH000458,04.12.2019,20:00:00,349.6,42.0,704.8,0.0,1096.4
1050,SH000458,04.12.2019,20:30:00,348.8,42.4,703.2,0.0,1094.4
1051,SH000458,04.12.2019,21:00:00,346.0,40.8,697.6,0.0,1084.4
1052,SH000458,04.12.2019,21:30:00,352.0,42.8,709.6,0.0,1104.4
1053,SH000458,04.12.2019,22:00:00,350.0,41.2,704.8,0.0,1096.0
1054,SH000458,04.12.2019,22:30:00,352.0,42.0,708.8,0.0,1102.8
1055,SH000458,04.12.2019,23:00:00,352.8,41.6,710.4,0.0,1104.8
1056,SH000458,04.12.2019,23:30:00,350.8,40.0,706.4,0.0,1097.2
1057,SH000458,05.12.2019,00:00:00,350.4,40.4,705.6,0.0,1096.4
1058,SH000458,05.12.2019,00:30:00,349.2,40.4,703.2,0.0,1092.8
1059,SH000458,05.12.2019,01:00:00,347.6,40.0,700.0,0.0,1087.6
1060,SH000458,05.12.2019,01:30:00,346.8,40.8,698.4,0.0,1086.0
1061,SH000458,05.12.2019,02:00:00,345.2,40.4,695.2,0.0,1080.8
1062,SH000458,05.12.2019,02:30:00,347.6,42.0,700.0,0.0,1089.6
1063,SH000458,05.12.2019,03:00:00,343.6,40.8,692.0,0.0,1076.4
1064,SH000458,05.12.2019,03:30:00,349.2,42.8,704.8,0.0,1096.8
1065,SH000458,05.12.2019,04:00:00,346.0,42.0,696.8,0.0,1084.8
1066,SH000458,05.12.2019,04:30:00,345.2,41.2,696.8,0.0,1083.1999999999998
1067,SH000458,05.12.2019,05:00:00,346.4,41.2,697.6,0.0,1085.2
1068,SH000458,05.12.2019,05:30:00,346.4,40.0,698.4,0.0,1084.8
1069,SH000458,05.12.2019,06:00:00,344.4,38.8,693.6,0.0,1076.8
1070,SH000458,05.12.2019,06:30:00,346.0,39.2,696.8,0.0,1082.0
1071,SH000458,05.12.2019,07:00:00,345.6,38.0,695.2,0.0,1078.8000000000002
1072,SH000458,05.12.2019,07:30:00,345.2,37.6,694.4,0.0,1077.2
1073,SH000458,05.12.2019,08:00:00,347.2,37.2,698.4,0.0,1082.8
1074,SH000458,05.12.2019,08:30:00,350.0,37.6,704.0,0.0,1091.6
1075,SH000458,05.12.2019,09:00:00,346.8,37.2,697.6,0.0,1081.6
1076,SH000458,05.12.2019,09:30:00,347.6,38.0,700.0,0.0,1085.6
1077,SH000458,05.12.2019,10:00:00,356.0,40.4,716.8,0.0,1113.1999999999998
1078,SH000458,05.12.2019,10:30:00,354.8,39.6,713.6,0.0,1108.0
1079,SH000458,05.12.2019,11:00:00,356.8,40.8,718.4,0.0,1116.0
1080,SH000458,05.12.2019,11:30:00,353.6,39.6,712.0,0.0,1105.2
1081,SH000458,05.12.2019,12:00:00,356.8,40.8,718.4,0.0,1116.0
1082,SH000458,05.12.2019,12:30:00,360.4,42.8,727.2,0.0,1130.4
1083,SH000458,05.12.2019,13:00:00,356.4,43.2,717.6,0.0,1117.2
1084,SH000458,05.12.2019,13:30:00,361.6,43.6,728.8,0.0,1134.0
1085,SH000458,05.12.2019,14:00:00,358.8,42.4,722.4,0.0,1123.6
1086,SH000458,05.12.2019,14:30:00,361.2,42.4,728.0,0.0,1131.6
1087,SH000458,05.12.2019,15:00:00,360.8,42.4,726.4,0.0,1129.6
1088,SH000458,05.12.2019,15:30:00,359.6,42.0,724.0,0.0,1125.6
1089,SH000458,05.12.2019,16:00:00,360.4,42.8,725.6,0.0,1128.8
1090,SH000458,05.12.2019,16:30:00,358.0,42.4,721.6,0.0,1122.0
1091,SH000458,05.12.2019,17:00:00,358.0,42.4,720.8,0.0,1121.1999999999998
1092,SH000458,05.12.2019,17:30:00,357.2,42.4,719.2,0.0,1118.8
1093,SH000458,05.12.2019,18:00:00,356.4,42.0,717.6,0.0,1116.0
1094,SH000458,05.12.2019,18:30:00,356.4,42.4,717.6,0.0,1116.4
1095,SH000458,05.12.2019,19:00:00,358.4,44.4,723.2,0.0,1126.0
1096,SH000458,05.12.2019,19:30:00,355.2,43.2,715.2,0.0,1113.6
1097,SH000458,05.12.2019,20:00:00,358.0,44.0,721.6,0.0,1123.6
1098,SH000458,05.12.2019,20:30:00,354.0,43.2,714.4,0.0,1111.6
1099,SH000458,05.12.2019,21:00:00,356.4,44.4,717.6,0.0,1118.4
1100,SH000458,05.12.2019,21:30:00,354.4,44.8,715.2,0.0,1114.4
1101,SH000458,05.12.2019,22:00:00,358.8,45.6,723.2,0.0,1127.6000000000001
1102,SH000458,05.12.2019,22:30:00,356.8,42.4,719.2,0.0,1118.4
1103,SH000458,05.12.2019,23:00:00,355.6,42.0,716.8,0.0,1114.4
1104,SH000458,05.12.2019,23:30:00,351.6,40.4,708.0,0.0,1100.0
1105,SH000458,06.12.2019,00:00:00,356.4,41.6,717.6,0.0,1115.6
1106,SH000458,06.12.2019,00:30:00,353.2,42.0,712.0,0.0,1107.2
1107,SH000458,06.12.2019,01:00:00,349.2,40.8,704.0,0.0,1094.0
1108,SH000458,06.12.2019,01:30:00,350.8,42.0,706.4,0.0,1099.2
1109,SH000458,06.12.2019,02:00:00,348.8,42.0,702.4,0.0,1093.2
1110,SH000458,06.12.2019,02:30:00,349.6,42.8,704.0,0.0,1096.4
1111,SH000458,06.12.2019,03:00:00,348.4,42.8,702.4,0.0,1093.6
1112,SH000458,06.12.2019,03:30:00,348.4,42.4,701.6,0.0,1092.4
1113,SH000458,06.12.2019,04:00:00,353.6,44.4,712.8,0.0,1110.8
1114,SH000458,06.12.2019,04:30:00,345.2,41.6,695.2,0.0,1082.0
1115,SH000458,06.12.2019,05:00:00,347.2,41.6,699.2,0.0,1088.0
1116,SH000458,06.12.2019,05:30:00,350.8,41.6,706.4,0.0,1098.8
1117,SH000458,06.12.2019,06:00:00,348.4,40.0,701.6,0.0,1090.0
1118,SH000458,06.12.2019,06:30:00,352.8,41.2,710.4,0.0,1104.4
1119,SH000458,06.12.2019,07:00:00,349.2,39.6,703.2,0.0,1092.0
1120,SH000458,06.12.2019,07:30:00,351.2,39.2,707.2,0.0,1097.6
1121,SH000458,06.12.2019,08:00:00,352.4,40.8,709.6,0.0,1102.8
1122,SH000458,06.12.2019,08:30:00,354.4,39.6,712.8,0.0,1106.8
1123,SH000458,06.12.2019,09:00:00,354.4,40.8,713.6,0.0,1108.8
1124,SH000458,06.12.2019,09:30:00,351.2,39.6,707.2,0.0,1098.0
1125,SH000458,06.12.2019,10:00:00,352.4,40.0,709.6,0.0,1102.0
1126,SH000458,06.12.2019,10:30:00,351.6,40.4,708.0,0.0,1100.0
1127,SH000458,06.12.2019,11:00:00,351.6,40.4,708.8,0.0,1100.8
1128,SH000458,06.12.2019,11:30:00,355.2,41.6,716.0,0.0,1112.8
1129,SH000458,06.12.2019,12:00:00,356.4,42.4,717.6,0.0,1116.4
1130,SH000458,06.12.2019,12:30:00,354.4,42.4,713.6,0.0,1110.4
1131,SH000458,06.12.2019,13:00:00,355.2,43.6,715.2,0.0,1114.0
1132,SH000458,06.12.2019,13:30:00,355.6,43.2,716.0,0.0,1114.8
1133,SH000458,06.12.2019,14:00:00,358.0,43.6,721.6,0.0,1123.2
1134,SH000458,06.12.2019,14:30:00,353.6,42.4,712.0,0.0,1108.0
1135,SH000458,06.12.2019,15:00:00,355.6,43.2,716.0,0.0,1114.8
1136,SH000458,06.12.2019,15:30:00,357.6,43.6,720.8,0.0,1122.0
1137,SH000458,06.12.2019,16:00:00,355.6,43.2,716.8,0.0,1115.6
1138,SH000458,06.12.2019,16:30:00,355.6,42.8,716.8,0.0,1115.2
1139,SH000458,06.12.2019,17:00:00,352.0,41.6,708.8,0.0,1102.4
1140,SH000458,06.12.2019,17:30:00,352.8,41.6,710.4,0.0,1104.8
1141,SH000458,06.12.2019,18:00:00,350.8,40.8,706.4,0.0,1098.0
1142,SH000458,06.12.2019,18:30:00,351.6,41.2,708.0,0.0,1100.8
1143,SH000458,06.12.2019,19:00:00,351.2,42.0,707.2,0.0,1100.4
1144,SH000458,06.12.2019,19:30:00,351.2,42.4,707.2,0.0,1100.8
1145,SH000458,06.12.2019,20:00:00,350.8,41.6,705.6,0.0,1098.0
1146,SH000458,06.12.2019,20:30:00,350.8,40.0,706.4,0.0,1097.2
1147,SH000458,06.12.2019,21:00:00,352.0,40.8,708.8,0.0,1101.6
1148,SH000458,06.12.2019,21:30:00,349.6,40.8,704.0,0.0,1094.4
1149,SH000458,06.12.2019,22:00:00,349.2,40.4,704.0,0.0,1093.6
1150,SH000458,06.12.2019,22:30:00,347.6,40.0,700.0,0.0,1087.6
1151,SH000458,06.12.2019,23:00:00,348.4,38.8,700.8,0.0,1088.0
1152,SH000458,06.12.2019,23:30:00,349.2,40.0,703.2,0.0,1092.4
1153,SH000458,07.12.2019,00:00:00,345.6,38.0,696.0,0.0,1079.6
1154,SH000458,07.12.2019,00:30:00,347.2,38.8,698.4,0.0,1084.4
1155,SH000458,07.12.2019,01:00:00,344.4,38.8,693.6,0.0,1076.8
1156,SH000458,07.12.2019,01:30:00,344.4,38.8,693.6,0.0,1076.8
1157,SH000458,07.12.2019,02:00:00,342.8,38.8,689.6,0.0,1071.2
1158,SH000458,07.12.2019,02:30:00,342.8,38.4,689.6,0.0,1070.8
1159,SH000458,07.12.2019,03:00:00,341.6,38.8,687.2,0.0,1067.6000000000001
1160,SH000458,07.12.2019,03:30:00,341.2,38.4,687.2,0.0,1066.8
1161,SH000458,07.12.2019,04:00:00,342.4,39.2,689.6,0.0,1071.2
1162,SH000458,07.12.2019,04:30:00,342.4,38.8,689.6,0.0,1070.8
1163,SH000458,07.12.2019,05:00:00,339.6,37.6,683.2,0.0,1060.4
1164,SH000458,07.12.2019,05:30:00,344.0,38.0,692.0,0.0,1074.0
1165,SH000458,07.12.2019,06:00:00,341.2,36.8,687.2,0.0,1065.2
1166,SH000458,07.12.2019,06:30:00,342.4,37.2,688.8,0.0,1068.3999999999999
1167,SH000458,07.12.2019,07:00:00,344.4,37.6,692.8,0.0,1074.8
1168,SH000458,07.12.2019,07:30:00,343.6,36.4,692.0,0.0,1072.0
1169,SH000458,07.12.2019,08:00:00,344.8,36.8,692.8,0.0,1074.4
1170,SH000458,07.12.2019,08:30:00,347.6,38.4,700.0,0.0,1086.0
1171,SH000458,07.12.2019,09:00:00,346.4,38.0,697.6,0.0,1082.0
1172,SH000458,07.12.2019,09:30:00,347.6,37.6,700.0,0.0,1085.2
1173,SH000458,07.12.2019,10:00:00,354.8,40.0,714.4,0.0,1109.2
1174,SH000458,07.12.2019,10:30:00,354.8,40.4,714.4,0.0,1109.6
1175,SH000458,07.12.2019,11:00:00,358.4,42.4,721.6,0.0,1122.4
1176,SH000458,07.12.2019,11:30:00,357.2,42.0,719.2,0.0,1118.4
1177,SH000458,07.12.2019,12:00:00,358.8,42.8,723.2,0.0,1124.8000000000002
1178,SH000458,07.12.2019,12:30:00,361.2,44.8,728.0,0.0,1134.0
1179,SH000458,07.12.2019,13:00:00,359.6,46.0,724.8,0.0,1130.4
1180,SH000458,07.12.2019,13:30:00,363.2,46.4,732.0,0.0,1141.6
1181,SH000458,07.12.2019,14:00:00,359.6,44.4,724.0,0.0,1128.0
1182,SH000458,07.12.2019,14:30:00,360.8,44.4,727.2,0.0,1132.4
1183,SH000458,07.12.2019,15:00:00,359.6,44.0,724.8,0.0,1128.4
1184,SH000458,07.12.2019,15:30:00,360.8,44.8,728.0,0.0,1133.6
1185,SH000458,07.12.2019,16:00:00,360.4,44.8,725.6,0.0,1130.8
1186,SH000458,07.12.2019,16:30:00,357.2,44.8,720.8,0.0,1122.8
1187,SH000458,07.12.2019,17:00:00,358.4,45.6,722.4,0.0,1126.4
1188,SH000458,07.12.2019,17:30:00,354.8,44.4,714.4,0.0,1113.6
1189,SH000458,07.12.2019,18:00:00,356.0,44.8,718.4,0.0,1119.2
1190,SH000458,07.12.2019,18:30:00,354.4,44.8,713.6,0.0,1112.8
1191,SH000458,07.12.2019,19:00:00,355.2,45.2,715.2,0.0,1115.6
1192,SH000458,07.12.2019,19:30:00,355.2,44.0,715.2,0.0,1114.4
1193,SH000458,07.12.2019,20:00:00,354.0,42.0,713.6,0.0,1109.6
1194,SH000458,07.12.2019,20:30:00,356.0,43.2,716.8,0.0,1116.0
1195,SH000458,07.12.2019,21:00:00,355.2,43.6,715.2,0.0,1114.0
1196,SH000458,07.12.2019,21:30:00,353.6,42.4,712.0,0.0,1108.0
