SR.No.,Device No.,Date,Time,kWh,kVARH Lag,kVA,kVARH Lead,Total
50,SH000198,02.12.2019,00:30:00,330.4,33.6,664.0,0.0,1028.0
51,SH000198,02.12.2019,01:00:00,324.0,32.8,651.2,0.0,1008.0
52,SH000198,02.12.2019,01:30:00,324.0,37.6,654.4,0.0,1016.0
53,SH000198,02.12.2019,02:00:00,320.0,37.6,644.8,0.0,1002.4
54,SH000198,02.12.2019,02:30:00,309.6,31.2,624.0,0.0,964.8
55,SH000198,02.12.2019,03:00:00,309.6,30.4,624.0,0.0,964.0
56,SH000198,02.12.2019,03:30:00,313.6,35.2,632.0,0.0,980.8
57,SH000198,02.12.2019,04:00:00,313.6,36.8,632.0,0.0,982.4000000000001
58,SH000198,02.12.2019,04:30:00,304.0,30.4,611.2,0.0,945.6
59,SH000198,02.12.2019,05:00:00,310.4,32.0,625.6,0.0,968.0
60,SH000198,02.12.2019,05:30:00,314.4,35.2,635.2,0.0,984.8
61,SH000198,02.12.2019,06:00:00,306.4,28.8,616.0,0.0,951.2
62,SH000198,02.12.2019,06:30:00,327.2,36.8,659.2,0.0,1023.2
63,SH000198,02.12.2019,07:00:00,325.6,36.0,654.4,0.0,1016.0
64,SH000198,02.12.2019,07:30:00,327.2,31.2,657.6,0.0,1016.0
65,SH000198,02.12.2019,08:00:00,339.2,38.4,683.2,0.0,1060.8
66,SH000198,02.12.2019,08:30:00,333.6,33.6,672.0,0.0,1039.2
67,SH000198,02.12.2019,09:00:00,341.6,38.4,688.0,0.0,1068.0
68,SH000198,02.12.2019,09:30:00,342.4,38.4,691.2,0.0,1072.0
69,SH000198,02.12.2019,10:00:00,348.8,39.2,702.4,0.0,1090.4
70,SH000198,02.12.2019,10:30:00,361.6,45.6,728.0,0.0,1135.2
71,SH000198,02.12.2019,11:00:00,363.2,46.4,732.8,0.0,1142.3999999999999
72,SH000198,02.12.2019,11:30:00,362.4,47.2,731.2,0.0,1140.8
73,SH000198,02.12.2019,12:00:00,364.8,48.0,736.0,0.0,1148.8
74,SH000198,02.12.2019,12:30:00,364.0,48.8,736.0,0.0,1148.8
75,SH000198,02.12.2019,13:00:00,366.4,50.4,740.8,0.0,1157.6
76,SH000198,02.12.2019,13:30:00,371.2,51.2,750.4,0.0,1172.8
77,SH000198,02.12.2019,14:00:00,372.8,51.2,752.0,0.0,1176.0
78,SH000198,02.12.2019,14:30:00,373.6,50.4,753.6,0.0,1177.6
79,SH000198,02.12.2019,15:00:00,371.2,50.4,748.8,0.0,1170.3999999999999
80,SH000198,02.12.2019,15:30:00,367.2,48.8,740.8,0.0,1156.8
81,SH000198,02.12.2019,16:00:00,370.4,50.4,747.2,0.0,1168.0
82,SH000198,02.12.2019,16:30:00,369.6,50.4,745.6,0.0,1165.6
83,SH000198,02.12.2019,17:00:00,369.6,50.4,745.6,0.0,1165.6
84,SH000198,02.12.2019,17:30:00,366.4,49.6,740.8,0.0,1156.8
85,SH000198,02.12.2019,18:00:00,366.4,48.8,740.8,0.0,1156.0
86,SH000198,02.12.2019,18:30:00,366.4,48.8,739.2,0.0,1154.4
87,SH000198,02.12.2019,19:00:00,368.0,48.8,744.0,0.0,1160.8
88,SH000198,02.12.2019,19:30:00,372.0,51.2,750.4,0.0,1173.6
89,SH000198,02.12.2019,20:00:00,369.6,48.0,744.0,0.0,1161.6
90,SH000198,02.12.2019,20:30:00,370.4,47.2,747.2,0.0,1164.8
91,SH000198,02.12.2019,21:00:00,368.8,48.0,744.0,0.0,1160.8
92,SH000198,02.12.2019,21:30:00,371.2,47.2,748.8,0.0,1167.1999999999998
93,SH000198,02.12.2019,22:00:00,370.4,47.2,747.2,0.0,1164.8
94,SH000198,02.12.2019,22:30:00,369.6,46.4,742.4,0.0,1158.4
95,SH000198,02.12.2019,23:00:00,364.8,46.4,736.0,0.0,1147.2
96,SH000198,02.12.2019,23:30:00,360.0,45.6,726.4,0.0,1132.0
97,SH000198,03.12.2019,00:00:00,350.4,41.6,707.2,0.0,1099.2
98,SH000198,03.12.2019,00:30:00,351.2,45.6,708.8,0.0,1105.6
99,SH000198,03.12.2019,01:00:00,347.2,44.8,700.8,0.0,1092.8
100,SH000198,03.12.2019,01:30:00,338.4,44.8,683.2,0.0,1066.4
101,SH000198,03.12.2019,02:00:00,336.8,44.8,680.0,0.0,1061.6
102,SH000198,03.12.2019,02:30:00,332.8,44.8,672.0,0.0,1049.6
103,SH000198,03.12.2019,03:00:00,329.6,44.8,665.6,0.0,1040.0
104,SH000198,03.12.2019,03:30:00,329.6,44.8,665.6,0.0,1040.0
105,SH000198,03.12.2019,04:00:00,328.0,44.8,662.4,0.0,1035.2
106,SH000198,03.12.2019,04:30:00,321.6,39.2,648.0,0.0,1008.8
107,SH000198,03.12.2019,05:00:00,321.6,39.2,648.0,0.0,1008.8
108,SH000198,03.12.2019,05:30:00,326.4,39.2,659.2,0.0,1024.8
109,SH000198,03.12.2019,06:00:00,328.8,39.2,662.4,0.0,1030.4
110,SH000198,03.12.2019,06:30:00,339.2,43.2,684.8,0.0,1067.1999999999998
111,SH000198,03.12.2019,07:00:00,345.6,43.2,697.6,0.0,1086.4
112,SH000198,03.12.2019,07:30:00,349.6,44.0,705.6,0.0,1099.2
113,SH000198,03.12.2019,08:00:00,352.0,44.8,710.4,0.0,1107.2
114,SH000198,03.12.2019,08:30:00,356.8,45.6,720.0,0.0,1122.4
115,SH000198,03.12.2019,09:00:00,358.4,46.4,723.2,0.0,1128.0
116,SH000198,03.12.2019,09:30:00,361.6,46.4,729.6,0.0,1137.6
117,SH000198,03.12.2019,10:00:00,357.6,48.0,721.6,0.0,1127.2
118,SH000198,03.12.2019,10:30:00,351.2,45.6,708.8,0.0,1105.6
119,SH000198,03.12.2019,11:00:00,355.2,46.4,715.2,0.0,1116.8
120,SH000198,03.12.2019,11:30:00,356.0,47.2,718.4,0.0,1121.6
121,SH000198,03.12.2019,12:00:00,357.6,48.0,721.6,0.0,1127.2
122,SH000198,03.12.2019,12:30:00,360.0,49.6,726.4,0.0,1136.0
123,SH000198,03.12.2019,13:00:00,357.6,49.6,723.2,0.0,1130.4
124,SH000198,03.12.2019,13:30:00,360.0,48.8,728.0,0.0,1136.8
125,SH000198,03.12.2019,14:00:00,360.0,48.0,726.4,0.0,1134.4
126,SH000198,03.12.2019,14:30:00,360.0,47.2,726.4,0.0,1133.6
127,SH000198,03.12.2019,15:00:00,357.6,46.4,721.6,0.0,1125.6
128,SH000198,03.12.2019,15:30:00,344.8,36.0,692.8,0.0,1073.6
129,SH000198,03.12.2019,16:00:00,362.4,48.0,731.2,0.0,1141.6
130,SH000198,03.12.2019,16:30:00,360.0,48.0,726.4,0.0,1134.4
131,SH000198,03.12.2019,17:00:00,360.8,48.0,728.0,0.0,1136.8
132,SH000198,03.12.2019,17:30:00,359.2,48.0,724.8,0.0,1132.0
133,SH000198,03.12.2019,18:00:00,360.0,47.2,726.4,0.0,1133.6
134,SH000198,03.12.2019,18:30:00,360.8,47.2,726.4,0.0,1134.4
135,SH000198,03.12.2019,19:00:00,360.8,48.0,728.0,0.0,1136.8
136,SH000198,03.12.2019,19:30:00,362.4,48.0,731.2,0.0,1141.6
137,SH000198,03.12.2019,20:00:00,362.4,48.0,731.2,0.0,1141.6
138,SH000198,03.12.2019,20:30:00,364.0,48.8,734.4,0.0,1147.2
139,SH000198,03.12.2019,21:00:00,364.8,48.0,736.0,0.0,1148.8
140,SH000198,03.12.2019,21:30:00,364.0,48.0,734.4,0.0,1146.4
141,SH000198,03.12.2019,22:00:00,364.0,48.8,734.4,0.0,1147.2
142,SH000198,03.12.2019,22:30:00,361.6,47.2,729.6,0.0,1138.4
143,SH000198,03.12.2019,23:00:00,358.4,48.0,723.2,0.0,1129.6
144,SH000198,03.12.2019,23:30:00,344.0,40.8,692.8,0.0,1077.6
145,SH000198,04.12.2019,00:00:00,349.6,46.4,704.0,0.0,1100.0
146,SH000198,04.12.2019,00:30:00,342.4,44.0,691.2,0.0,1077.6
147,SH000198,04.12.2019,01:00:00,337.6,44.0,681.6,0.0,1063.2
148,SH000198,04.12.2019,01:30:00,333.6,44.8,672.0,0.0,1050.4
149,SH000198,04.12.2019,02:00:00,328.0,43.2,662.4,0.0,1033.6
150,SH000198,04.12.2019,02:30:00,309.6,22.4,619.2,0.0,951.2
151,SH000198,04.12.2019,03:00:00,304.0,19.2,609.6,0.0,932.8
152,SH000198,04.12.2019,03:30:00,303.2,19.2,608.0,0.0,930.4
153,SH000198,04.12.2019,04:00:00,302.4,19.2,608.0,0.0,929.5999999999999
154,SH000198,04.12.2019,04:30:00,303.2,19.2,606.4,0.0,928.8
155,SH000198,04.12.2019,05:00:00,303.2,18.4,606.4,0.0,928.0
156,SH000198,04.12.2019,05:30:00,305.6,19.2,611.2,0.0,936.0
157,SH000198,04.12.2019,06:00:00,308.8,19.2,619.2,0.0,947.2
158,SH000198,04.12.2019,06:30:00,312.8,19.2,628.8,0.0,960.8
159,SH000198,04.12.2019,07:00:00,318.4,20.0,638.4,0.0,976.8
160,SH000198,04.12.2019,07:30:00,321.6,20.8,646.4,0.0,988.8
161,SH000198,04.12.2019,08:00:00,327.2,21.6,656.0,0.0,1004.8
162,SH000198,04.12.2019,08:30:00,330.4,22.4,662.4,0.0,1015.1999999999999
163,SH000198,04.12.2019,09:00:00,332.0,22.4,665.6,0.0,1020.0
164,SH000198,04.12.2019,09:30:00,333.6,22.4,670.4,0.0,1026.4
165,SH000198,04.12.2019,10:00:00,340.0,26.4,681.6,0.0,1048.0
166,SH000198,04.12.2019,10:30:00,360.0,44.8,724.8,0.0,1129.6
167,SH000198,04.12.2019,11:00:00,366.4,50.4,739.2,0.0,1156.0
168,SH000198,04.12.2019,11:30:00,364.8,51.2,736.0,0.0,1152.0
169,SH000198,04.12.2019,12:00:00,364.8,51.2,737.6,0.0,1153.6
170,SH000198,04.12.2019,12:30:00,365.6,52.0,737.6,0.0,1155.2
171,SH000198,04.12.2019,13:00:00,371.2,54.4,750.4,0.0,1176.0
172,SH000198,04.12.2019,13:30:00,369.6,51.2,745.6,0.0,1166.4
173,SH000198,04.12.2019,14:00:00,371.2,50.4,748.8,0.0,1170.3999999999999
174,SH000198,04.12.2019,14:30:00,370.4,50.4,747.2,0.0,1168.0
175,SH000198,04.12.2019,15:00:00,363.2,48.0,732.8,0.0,1144.0
176,SH000198,04.12.2019,15:30:00,360.8,48.0,728.0,0.0,1136.8
177,SH000198,04.12.2019,16:00:00,358.4,48.0,723.2,0.0,1129.6
178,SH000198,04.12.2019,16:30:00,355.2,46.4,716.8,0.0,1118.3999999999999
179,SH000198,04.12.2019,17:00:00,345.6,36.8,694.4,0.0,1076.8
180,SH000198,04.12.2019,17:30:00,357.6,47.2,721.6,0.0,1126.4
181,SH000198,04.12.2019,18:00:00,345.6,36.0,694.4,0.0,1076.0
182,SH000198,04.12.2019,18:30:00,352.0,42.4,708.8,0.0,1103.1999999999998
183,SH000198,04.12.2019,19:00:00,355.2,41.6,715.2,0.0,1112.0
184,SH000198,04.12.2019,19:30:00,363.2,48.8,732.8,0.0,1144.8
185,SH000198,04.12.2019,20:00:00,364.8,49.6,736.0,0.0,1150.4
186,SH000198,04.12.2019,20:30:00,364.8,49.6,737.6,0.0,1152.0
187,SH000198,04.12.2019,21:00:00,363.2,48.8,732.8,0.0,1144.8
188,SH000198,04.12.2019,21:30:00,352.0,37.6,707.2,0.0,1096.8000000000002
189,SH000198,04.12.2019,22:00:00,365.6,49.6,737.6,0.0,1152.8000000000002
190,SH000198,04.12.2019,22:30:00,361.6,48.8,731.2,0.0,1141.6000000000001
191,SH000198,04.12.2019,23:00:00,356.8,47.2,720.0,0.0,1124.0
192,SH000198,04.12.2019,23:30:00,340.8,36.0,684.8,0.0,1061.6
193,SH000198,05.12.2019,00:00:00,341.6,39.2,686.4,0.0,1067.2
194,SH000198,05.12.2019,00:30:00,336.8,39.2,680.0,0.0,1056.0
195,SH000198,05.12.2019,01:00:00,336.0,44.0,678.4,0.0,1058.4
196,SH000198,05.12.2019,01:30:00,322.4,37.6,649.6,0.0,1009.6
197,SH000198,05.12.2019,02:00:00,312.8,32.0,630.4,0.0,975.2
198,SH000198,05.12.2019,02:30:00,322.4,39.2,649.6,0.0,1011.2
199,SH000198,05.12.2019,03:00:00,312.0,34.4,627.2,0.0,973.6
200,SH000198,05.12.2019,03:30:00,316.8,36.0,640.0,0.0,992.8
201,SH000198,05.12.2019,04:00:00,305.6,30.4,616.0,0.0,952.0
202,SH000198,05.12.2019,04:30:00,312.8,34.4,630.4,0.0,977.5999999999999
203,SH000198,05.12.2019,05:00:00,316.0,35.2,635.2,0.0,986.4000000000001
204,SH000198,05.12.2019,05:30:00,320.8,38.4,644.8,0.0,1004.0
205,SH000198,05.12.2019,06:00:00,311.2,29.6,625.6,0.0,966.4000000000001
206,SH000198,05.12.2019,06:30:00,327.2,36.8,657.6,0.0,1021.6
207,SH000198,05.12.2019,07:00:00,336.0,41.6,676.8,0.0,1054.4
208,SH000198,05.12.2019,07:30:00,331.2,33.6,667.2,0.0,1032.0
209,SH000198,05.12.2019,08:00:00,334.4,36.0,673.6,0.0,1044.0
210,SH000198,05.12.2019,08:30:00,332.8,32.0,668.8,0.0,1033.6
211,SH000198,05.12.2019,09:00:00,344.0,39.2,692.8,0.0,1076.0
212,SH000198,05.12.2019,09:30:00,336.0,32.8,675.2,0.0,1044.0
213,SH000198,05.12.2019,10:00:00,340.0,37.6,684.8,0.0,1062.4
214,SH000198,05.12.2019,10:30:00,326.4,29.6,656.0,0.0,1012.0
215,SH000198,05.12.2019,11:00:00,344.8,40.0,694.4,0.0,1079.2
216,SH000198,05.12.2019,11:30:00,336.0,35.2,675.2,0.0,1046.4
217,SH000198,05.12.2019,12:00:00,336.0,35.2,675.2,0.0,1046.4
218,SH000198,05.12.2019,12:30:00,343.2,40.0,691.2,0.0,1074.4
219,SH000198,05.12.2019,13:00:00,340.0,40.0,686.4,0.0,1066.4
220,SH000198,05.12.2019,13:30:00,337.6,35.2,680.0,0.0,1052.8
221,SH000198,05.12.2019,14:00:00,346.4,41.6,697.6,0.0,1085.6
222,SH000198,05.12.2019,14:30:00,348.8,44.0,702.4,0.0,1095.2
223,SH000198,05.12.2019,15:00:00,343.2,37.6,691.2,0.0,1072.0
224,SH000198,05.12.2019,15:30:00,349.6,44.0,705.6,0.0,1099.2
225,SH000198,05.12.2019,16:00:00,339.2,35.2,683.2,0.0,1057.6
226,SH000198,05.12.2019,16:30:00,343.2,40.0,689.6,0.0,1072.8
227,SH000198,05.12.2019,17:00:00,343.2,41.6,691.2,0.0,1076.0
228,SH000198,05.12.2019,17:30:00,340.0,36.8,683.2,0.0,1060.0
229,SH000198,05.12.2019,18:00:00,337.6,36.0,680.0,0.0,1053.6
230,SH000198,05.12.2019,18:30:00,347.2,40.8,699.2,0.0,1087.2
231,SH000198,05.12.2019,19:00:00,345.6,40.8,696.0,0.0,1082.4
232,SH000198,05.12.2019,19:30:00,341.6,36.8,688.0,0.0,1066.4
233,SH000198,05.12.2019,20:00:00,344.0,39.2,692.8,0.0,1076.0
234,SH000198,05.12.2019,20:30:00,351.2,42.4,707.2,0.0,1100.8
235,SH000198,05.12.2019,21:00:00,344.8,40.8,694.4,0.0,1080.0
236,SH000198,05.12.2019,21:30:00,340.0,36.0,684.8,0.0,1060.8
237,SH000198,05.12.2019,22:00:00,349.6,43.2,707.2,0.0,1100.0
238,SH000198,05.12.2019,22:30:00,346.4,42.4,699.2,0.0,1088.0
239,SH000198,05.12.2019,23:00:00,340.0,36.8,683.2,0.0,1060.0
240,SH000198,05.12.2019,23:30:00,332.8,34.4,672.0,0.0,1039.2
241,SH000198,06.12.2019,00:00:00,329.6,34.4,664.0,0.0,1028.0
242,SH000198,06.12.2019,00:30:00,322.4,33.6,648.0,0.0,1004.0
243,SH000198,06.12.2019,01:00:00,319.2,32.0,644.8,0.0,996.0
244,SH000198,06.12.2019,01:30:00,318.4,36.0,640.0,0.0,994.4
245,SH000198,06.12.2019,02:00:00,314.4,36.0,633.6,0.0,984.0
246,SH000198,06.12.2019,02:30:00,301.6,28.0,608.0,0.0,937.6
247,SH000198,06.12.2019,03:00:00,308.8,35.2,620.8,0.0,964.8
248,SH000198,06.12.2019,03:30:00,296.0,16.8,593.6,0.0,906.4000000000001
249,SH000198,06.12.2019,04:00:00,297.6,17.6,596.8,0.0,912.0
250,SH000198,06.12.2019,04:30:00,293.6,16.0,587.2,0.0,896.8000000000001
251,SH000198,06.12.2019,05:00:00,296.8,16.8,593.6,0.0,907.2
252,SH000198,06.12.2019,05:30:00,296.8,16.0,593.6,0.0,906.4000000000001
253,SH000198,06.12.2019,06:00:00,299.2,16.0,598.4,0.0,913.5999999999999
254,SH000198,06.12.2019,06:30:00,308.8,18.4,617.6,0.0,944.8
255,SH000198,06.12.2019,07:00:00,309.6,17.6,619.2,0.0,946.4000000000001
256,SH000198,06.12.2019,07:30:00,315.2,19.2,632.0,0.0,966.4
257,SH000198,06.12.2019,08:00:00,318.4,19.2,638.4,0.0,976.0
258,SH000198,06.12.2019,08:30:00,320.8,19.2,641.6,0.0,981.6
259,SH000198,06.12.2019,09:00:00,323.2,20.0,648.0,0.0,991.2
260,SH000198,06.12.2019,09:30:00,324.8,20.0,652.8,0.0,997.5999999999999
261,SH000198,06.12.2019,10:00:00,326.4,20.8,656.0,0.0,1003.2
262,SH000198,06.12.2019,10:30:00,336.0,22.4,673.6,0.0,1032.0
263,SH000198,06.12.2019,11:00:00,338.4,22.4,678.4,0.0,1039.1999999999998
264,SH000198,06.12.2019,11:30:00,339.2,24.0,680.0,0.0,1043.2
265,SH000198,06.12.2019,12:00:00,340.8,24.0,683.2,0.0,1048.0
266,SH000198,06.12.2019,12:30:00,341.6,24.0,684.8,0.0,1050.4
267,SH000198,06.12.2019,13:00:00,341.6,24.8,686.4,0.0,1052.8
268,SH000198,06.12.2019,13:30:00,342.4,24.0,686.4,0.0,1052.8
269,SH000198,06.12.2019,14:00:00,344.0,24.0,688.0,0.0,1056.0
270,SH000198,06.12.2019,14:30:00,355.2,41.6,716.8,0.0,1113.6
271,SH000198,06.12.2019,15:00:00,352.0,42.4,710.4,0.0,1104.8
272,SH000198,06.12.2019,15:30:00,352.8,43.2,710.4,0.0,1106.4
273,SH000198,06.12.2019,16:00:00,353.6,44.0,712.0,0.0,1109.6
274,SH000198,06.12.2019,16:30:00,356.0,48.8,718.4,0.0,1123.2
275,SH000198,06.12.2019,17:00:00,356.0,48.8,720.0,0.0,1124.8
276,SH000198,06.12.2019,17:30:00,356.0,48.8,718.4,0.0,1123.2
277,SH000198,06.12.2019,18:00:00,356.8,48.0,720.0,0.0,1124.8
278,SH000198,06.12.2019,18:30:00,346.4,37.6,696.0,0.0,1080.0
279,SH000198,06.12.2019,19:00:00,348.0,40.0,702.4,0.0,1090.4
280,SH000198,06.12.2019,19:30:00,355.2,44.0,716.8,0.0,1116.0
281,SH000198,06.12.2019,20:00:00,352.0,44.0,710.4,0.0,1106.4
282,SH000198,06.12.2019,20:30:00,349.6,40.8,704.0,0.0,1094.4
283,SH000198,06.12.2019,21:00:00,352.0,39.2,710.4,0.0,1101.6
284,SH000198,06.12.2019,21:30:00,355.2,41.6,715.2,0.0,1112.0
285,SH000198,06.12.2019,22:00:00,350.4,40.8,707.2,0.0,1098.4
286,SH000198,06.12.2019,22:30:00,350.4,40.8,705.6,0.0,1096.8
287,SH000198,06.12.2019,23:00:00,342.4,35.2,688.0,0.0,1065.6
288,SH000198,06.12.2019,23:30:00,346.4,39.2,697.6,0.0,1083.2
289,SH000198,07.12.2019,00:00:00,338.4,37.6,681.6,0.0,1057.6
290,SH000198,07.12.2019,00:30:00,333.6,37.6,672.0,0.0,1043.2
291,SH000198,07.12.2019,01:00:00,324.8,34.4,654.4,0.0,1013.5999999999999
292,SH000198,07.12.2019,01:30:00,320.0,32.8,643.2,0.0,996.0
293,SH000198,07.12.2019,02:00:00,318.4,34.4,640.0,0.0,992.8
294,SH000198,07.12.2019,02:30:00,306.4,29.6,616.0,0.0,952.0
295,SH000198,07.12.2019,03:00:00,316.8,34.4,636.8,0.0,988.0
296,SH000198,07.12.2019,03:30:00,301.6,26.4,606.4,0.0,934.4
297,SH000198,07.12.2019,04:00:00,316.8,36.0,638.4,0.0,991.2
298,SH000198,07.12.2019,04:30:00,304.8,29.6,612.8,0.0,947.2
299,SH000198,07.12.2019,05:00:00,304.8,29.6,612.8,0.0,947.2
300,SH000198,07.12.2019,05:30:00,317.6,36.0,641.6,0.0,995.2
301,SH000198,07.12.2019,06:00:00,304.8,26.4,614.4,0.0,945.5999999999999
302,SH000198,07.12.2019,06:30:00,324.0,36.0,652.8,0.0,1012.8
303,SH000198,07.12.2019,07:00:00,326.4,35.2,657.6,0.0,1019.2
304,SH000198,07.12.2019,07:30:00,329.6,33.6,662.4,0.0,1025.6
305,SH000198,07.12.2019,08:00:00,336.0,37.6,676.8,0.0,1050.4
306,SH000198,07.12.2019,08:30:00,330.4,31.2,665.6,0.0,1027.2
307,SH000198,07.12.2019,09:00:00,337.6,38.4,678.4,0.0,1054.4
308,SH000198,07.12.2019,09:30:00,348.8,44.0,704.0,0.0,1096.8
309,SH000198,07.12.2019,10:00:00,339.2,36.8,683.2,0.0,1059.2
310,SH000198,07.12.2019,10:30:00,334.4,36.0,673.6,0.0,1044.0
311,SH000198,07.12.2019,11:00:00,334.4,33.6,672.0,0.0,1040.0
312,SH000198,07.12.2019,11:30:00,343.2,41.6,692.8,0.0,1077.6
313,SH000198,07.12.2019,12:00:00,336.8,36.8,680.0,0.0,1053.6
314,SH000198,07.12.2019,12:30:00,349.6,47.2,705.6,0.0,1102.4
315,SH000198,07.12.2019,13:00:00,344.8,43.2,696.0,0.0,1084.0
316,SH000198,07.12.2019,13:30:00,342.4,41.6,689.6,0.0,1073.6
317,SH000198,07.12.2019,14:00:00,349.6,45.6,705.6,0.0,1100.8000000000002
318,SH000198,07.12.2019,14:30:00,350.4,48.0,708.8,0.0,1107.1999999999998
319,SH000198,07.12.2019,15:00:00,342.4,39.2,689.6,0.0,1071.2
320,SH000198,07.12.2019,15:30:00,348.8,44.8,704.0,0.0,1097.6
321,SH000198,07.12.2019,16:00:00,340.8,40.8,686.4,0.0,1068.0
322,SH000198,07.12.2019,16:30:00,344.0,43.2,692.8,0.0,1080.0
323,SH000198,07.12.2019,17:00:00,343.2,43.2,691.2,0.0,1077.6
324,SH000198,07.12.2019,17:30:00,340.0,42.4,683.2,0.0,1065.6
325,SH000198,07.12.2019,18:00:00,338.4,39.2,683.2,0.0,1060.8
326,SH000198,07.12.2019,18:30:00,336.8,38.4,678.4,0.0,1053.6
327,SH000198,07.12.2019,19:00:00,343.2,41.6,691.2,0.0,1076.0
328,SH000198,07.12.2019,19:30:00,343.2,41.6,691.2,0.0,1076.0
329,SH000198,07.12.2019,20:00:00,343.2,37.6,691.2,0.0,1072.0
330,SH000198,07.12.2019,20:30:00,345.6,41.6,696.0,0.0,1083.2
331,SH000198,07.12.2019,21:00:00,336.0,33.6,675.2,0.0,1044.8000000000002
332,SH000198,07.12.2019,21:30:00,348.0,40.8,700.8,0.0,1089.6
333,SH000198,07.12.2019,22:00:00,343.2,40.0,689.6,0.0,1072.8
334,SH000198,07.12.2019,22:30:00,343.2,40.0,691.2,0.0,1074.4
335,SH000198,07.12.2019,23:00:00,337.6,36.8,681.6,0.0,1056.0
336,SH000198,07.12.2019,23:30:00,333.6,35.2,670.4,0.0,1039.2
337,SH000198,08.12.2019,00:00:00,330.4,36.0,664.0,0.0,1030.4
