SR.No.,Device No.,Date,Time,kWh,kVARH Lag,kVA,kVARH Lead,Total
1783,SH000269,02.12.2019,03:00:00,348.8,28.4,700.0,0.0,1077.2
1784,SH000269,02.12.2019,03:30:00,347.6,28.4,697.6,0.0,1073.6
1785,SH000269,02.12.2019,04:00:00,347.6,28.4,698.4,0.0,1074.4
1786,SH000269,02.12.2019,04:30:00,345.6,28.0,694.4,0.0,1068.0
1787,SH000269,02.12.2019,05:00:00,345.2,27.6,692.8,0.0,1065.6
1788,SH000269,02.12.2019,05:30:00,344.8,26.4,692.0,0.0,1063.2
1789,SH000269,02.12.2019,06:00:00,349.6,27.2,701.6,0.0,1078.4
1790,SH000269,02.12.2019,06:30:00,353.6,28.0,709.6,0.0,1091.2
1791,SH000269,02.12.2019,07:00:00,356.0,28.0,713.6,0.0,1097.6
1792,SH000269,02.12.2019,07:30:00,362.0,28.8,726.4,0.0,1117.2
1793,SH000269,02.12.2019,08:00:00,364.8,30.4,732.0,0.0,1127.2
1794,SH000269,02.12.2019,08:30:00,372.0,36.8,748.0,0.0,1156.8
1795,SH000269,02.12.2019,09:00:00,368.4,34.4,740.0,0.0,1142.8
1796,SH000269,02.12.2019,09:30:00,367.6,50.0,741.6,0.0,1159.2
1797,SH000269,02.12.2019,10:00:00,365.6,49.2,737.6,0.0,1152.4
1798,SH000269,02.12.2019,10:30:00,363.6,48.0,733.6,0.0,1145.2
1799,SH000269,02.12.2019,11:00:00,363.6,48.4,733.6,0.0,1145.6
1800,SH000269,02.12.2019,11:30:00,364.4,49.2,736.0,0.0,1149.6
1801,SH000269,02.12.2019,12:00:00,364.8,49.6,736.8,0.0,1151.2
1802,SH000269,02.12.2019,12:30:00,364.0,49.6,735.2,0.0,1148.8000000000002
1803,SH000269,02.12.2019,13:00:00,366.4,50.8,740.0,0.0,1157.2
1804,SH000269,02.12.2019,13:30:00,370.4,52.4,748.0,0.0,1170.8
1805,SH000269,02.12.2019,14:00:00,368.4,51.6,744.0,0.0,1164.0
1806,SH000269,02.12.2019,14:30:00,368.8,50.8,744.0,0.0,1163.6
1807,SH000269,02.12.2019,15:00:00,364.0,49.6,734.4,0.0,1148.0
1808,SH000269,02.12.2019,15:30:00,364.4,50.0,735.2,0.0,1149.6
1809,SH000269,02.12.2019,16:00:00,360.8,49.2,728.0,0.0,1138.0
1810,SH000269,02.12.2019,16:30:00,364.0,50.0,735.2,0.0,1149.2
1811,SH000269,02.12.2019,17:00:00,362.8,50.0,732.8,0.0,1145.6
1812,SH000269,02.12.2019,17:30:00,359.6,49.6,726.4,0.0,1135.6
1813,SH000269,02.12.2019,18:00:00,360.0,49.2,726.4,0.0,1135.6
1814,SH000269,02.12.2019,18:30:00,360.8,49.6,728.0,0.0,1138.4
1815,SH000269,02.12.2019,19:00:00,359.6,50.0,726.4,0.0,1136.0
1816,SH000269,02.12.2019,19:30:00,356.8,50.4,720.8,0.0,1128.0
1817,SH000269,02.12.2019,20:00:00,358.0,47.6,722.4,0.0,1128.0
1818,SH000269,02.12.2019,20:30:00,357.6,47.6,721.6,0.0,1126.8000000000002
1819,SH000269,02.12.2019,21:00:00,358.4,47.6,723.2,0.0,1129.2
1820,SH000269,02.12.2019,21:30:00,357.6,47.2,721.6,0.0,1126.4
1821,SH000269,02.12.2019,22:00:00,356.0,47.2,718.4,0.0,1121.6
1822,SH000269,02.12.2019,22:30:00,354.8,46.4,715.2,0.0,1116.4
1823,SH000269,02.12.2019,23:00:00,353.2,46.8,712.8,0.0,1112.8
1824,SH000269,02.12.2019,23:30:00,351.6,46.8,709.6,0.0,1108.0
1825,SH000269,03.12.2019,00:00:00,349.6,46.4,705.6,0.0,1101.6
1826,SH000269,03.12.2019,00:30:00,346.4,46.4,699.2,0.0,1092.0
1827,SH000269,03.12.2019,01:00:00,345.2,47.2,696.8,0.0,1089.1999999999998
1828,SH000269,03.12.2019,01:30:00,339.6,46.4,685.6,0.0,1071.6
1829,SH000269,03.12.2019,02:00:00,342.0,48.0,691.2,0.0,1081.2
1830,SH000269,03.12.2019,02:30:00,339.6,47.6,685.6,0.0,1072.8000000000002
1831,SH000269,03.12.2019,03:00:00,338.0,48.0,683.2,0.0,1069.2
1832,SH000269,03.12.2019,03:30:00,337.2,48.4,681.6,0.0,1067.2
1833,SH000269,03.12.2019,04:00:00,336.0,48.0,680.0,0.0,1064.0
1834,SH000269,03.12.2019,04:30:00,338.8,48.4,684.0,0.0,1071.2
1835,SH000269,03.12.2019,05:00:00,338.0,47.6,682.4,0.0,1068.0
1836,SH000269,03.12.2019,05:30:00,338.8,47.2,684.8,0.0,1070.8
1837,SH000269,03.12.2019,06:00:00,339.2,46.0,684.8,0.0,1070.0
1838,SH000269,03.12.2019,06:30:00,343.2,46.4,692.8,0.0,1082.3999999999999
1839,SH000269,03.12.2019,07:00:00,342.8,46.0,692.0,0.0,1080.8
1840,SH000269,03.12.2019,07:30:00,345.6,46.4,696.8,0.0,1088.8
1841,SH000269,03.12.2019,08:00:00,345.2,46.0,696.8,0.0,1088.0
1842,SH000269,03.12.2019,08:30:00,348.8,46.4,704.0,0.0,1099.2
1843,SH000269,03.12.2019,09:00:00,351.6,47.6,709.6,0.0,1108.8000000000002
1844,SH000269,03.12.2019,09:30:00,354.8,47.6,716.0,0.0,1118.4
1845,SH000269,03.12.2019,10:00:00,357.2,49.6,721.6,0.0,1128.4
1846,SH000269,03.12.2019,10:30:00,359.6,49.2,725.6,0.0,1134.4
1847,SH000269,03.12.2019,11:00:00,360.8,49.2,728.0,0.0,1138.0
1848,SH000269,03.12.2019,11:30:00,364.8,50.8,736.0,0.0,1151.6
1849,SH000269,03.12.2019,12:00:00,364.0,50.4,734.4,0.0,1148.8
1850,SH000269,03.12.2019,12:30:00,365.6,52.0,738.4,0.0,1156.0
1851,SH000269,03.12.2019,13:00:00,363.6,51.6,735.2,0.0,1150.4
1852,SH000269,03.12.2019,13:30:00,365.6,50.8,738.4,0.0,1154.8
1853,SH000269,03.12.2019,14:00:00,364.8,50.4,737.6,0.0,1152.8
1854,SH000269,03.12.2019,14:30:00,364.4,49.2,735.2,0.0,1148.8
1855,SH000269,03.12.2019,15:00:00,366.8,50.0,740.0,0.0,1156.8
1856,SH000269,03.12.2019,15:30:00,375.2,52.0,757.6,0.0,1184.8
1857,SH000269,03.12.2019,16:00:00,379.2,48.4,764.8,0.0,1192.3999999999999
1858,SH000269,03.12.2019,16:30:00,368.4,51.2,744.0,0.0,1163.6
1859,SH000269,03.12.2019,17:00:00,366.8,51.2,741.6,0.0,1159.6
1860,SH000269,03.12.2019,17:30:00,364.8,50.0,736.0,0.0,1150.8
1861,SH000269,03.12.2019,18:00:00,362.0,49.2,730.4,0.0,1141.6
1862,SH000269,03.12.2019,18:30:00,362.0,49.6,730.4,0.0,1142.0
1863,SH000269,03.12.2019,19:00:00,361.6,49.6,729.6,0.0,1140.8000000000002
1864,SH000269,03.12.2019,19:30:00,362.0,50.0,731.2,0.0,1143.2
1865,SH000269,03.12.2019,20:00:00,362.0,50.4,731.2,0.0,1143.6
1866,SH000269,03.12.2019,20:30:00,364.0,50.8,735.2,0.0,1150.0
1867,SH000269,03.12.2019,21:00:00,361.2,49.6,729.6,0.0,1140.4
1868,SH000269,03.12.2019,21:30:00,360.8,50.0,728.8,0.0,1139.6
1869,SH000269,03.12.2019,22:00:00,360.4,50.4,728.0,0.0,1138.8
1870,SH000269,03.12.2019,22:30:00,358.0,50.0,723.2,0.0,1131.2
1871,SH000269,03.12.2019,23:00:00,359.2,50.4,725.6,0.0,1135.2
1872,SH000269,03.12.2019,23:30:00,352.8,49.6,712.8,0.0,1115.2
1873,SH000269,04.12.2019,00:00:00,350.8,48.8,708.0,0.0,1107.6
1874,SH000269,04.12.2019,00:30:00,346.8,47.6,700.0,0.0,1094.4
1875,SH000269,04.12.2019,01:00:00,344.8,48.0,696.8,0.0,1089.6
1876,SH000269,04.12.2019,01:30:00,342.8,48.0,692.0,0.0,1082.8
1877,SH000269,04.12.2019,02:00:00,339.6,48.0,685.6,0.0,1073.2
1878,SH000269,04.12.2019,02:30:00,339.6,48.8,686.4,0.0,1074.8
1879,SH000269,04.12.2019,03:00:00,340.0,49.2,688.0,0.0,1077.2
1880,SH000269,04.12.2019,03:30:00,338.8,49.2,684.8,0.0,1072.8
1881,SH000269,04.12.2019,04:00:00,339.2,49.6,684.8,0.0,1073.6
1882,SH000269,04.12.2019,04:30:00,337.6,49.2,681.6,0.0,1068.4
1883,SH000269,04.12.2019,05:00:00,340.0,49.6,686.4,0.0,1076.0
1884,SH000269,04.12.2019,05:30:00,338.8,48.0,684.0,0.0,1070.8
1885,SH000269,04.12.2019,06:00:00,340.0,47.2,686.4,0.0,1073.6
1886,SH000269,04.12.2019,06:30:00,343.6,47.2,693.6,0.0,1084.4
1887,SH000269,04.12.2019,07:00:00,344.8,46.8,696.0,0.0,1087.6
1888,SH000269,04.12.2019,07:30:00,345.6,46.4,697.6,0.0,1089.6
1889,SH000269,04.12.2019,08:00:00,349.2,46.4,704.8,0.0,1100.3999999999999
1890,SH000269,04.12.2019,08:30:00,349.6,46.8,705.6,0.0,1102.0
1891,SH000269,04.12.2019,09:00:00,350.4,46.8,707.2,0.0,1104.4
1892,SH000269,04.12.2019,09:30:00,354.0,48.0,715.2,0.0,1117.2
1893,SH000269,04.12.2019,10:00:00,358.4,48.4,723.2,0.0,1130.0
1894,SH000269,04.12.2019,10:30:00,358.8,50.0,724.0,0.0,1132.8
1895,SH000269,04.12.2019,11:00:00,360.0,50.0,726.4,0.0,1136.4
1896,SH000269,04.12.2019,11:30:00,363.2,52.0,733.6,0.0,1148.8
1897,SH000269,04.12.2019,12:00:00,363.6,52.4,734.4,0.0,1150.4
1898,SH000269,04.12.2019,12:30:00,364.0,52.8,735.2,0.0,1152.0
1899,SH000269,04.12.2019,13:00:00,367.2,54.4,741.6,0.0,1163.2
1900,SH000269,04.12.2019,13:30:00,365.6,51.6,739.2,0.0,1156.4
1901,SH000269,04.12.2019,14:00:00,369.6,51.2,746.4,0.0,1167.2
1902,SH000269,04.12.2019,14:30:00,368.0,50.4,742.4,0.0,1160.8
1903,SH000269,04.12.2019,15:00:00,371.2,51.2,749.6,0.0,1172.0
1904,SH000269,04.12.2019,15:30:00,373.2,52.0,753.6,0.0,1178.8
1905,SH000269,04.12.2019,16:00:00,366.4,50.4,739.2,0.0,1156.0
1906,SH000269,04.12.2019,16:30:00,366.4,50.8,739.2,0.0,1156.4
1907,SH000269,04.12.2019,17:00:00,366.4,50.8,740.0,0.0,1157.2
1908,SH000269,04.12.2019,17:30:00,367.6,51.2,741.6,0.0,1160.4
1909,SH000269,04.12.2019,18:00:00,368.0,51.6,742.4,0.0,1162.0
1910,SH000269,04.12.2019,18:30:00,364.8,50.4,736.8,0.0,1152.0
1911,SH000269,04.12.2019,19:00:00,363.6,50.4,734.4,0.0,1148.4
1912,SH000269,04.12.2019,19:30:00,365.2,51.6,738.4,0.0,1155.2
1913,SH000269,04.12.2019,20:00:00,365.6,52.0,738.4,0.0,1156.0
1914,SH000269,04.12.2019,20:30:00,366.0,52.8,740.0,0.0,1158.8
1915,SH000269,04.12.2019,21:00:00,364.8,52.4,736.8,0.0,1154.0
1916,SH000269,04.12.2019,21:30:00,364.8,52.0,736.8,0.0,1153.6
1917,SH000269,04.12.2019,22:00:00,364.8,51.2,737.6,0.0,1153.6
1918,SH000269,04.12.2019,22:30:00,366.0,51.6,740.0,0.0,1157.6
1919,SH000269,04.12.2019,23:00:00,364.8,51.6,737.6,0.0,1154.0
1920,SH000269,04.12.2019,23:30:00,359.6,49.6,726.4,0.0,1135.6
1921,SH000269,05.12.2019,00:00:00,359.2,49.2,725.6,0.0,1134.0
1922,SH000269,05.12.2019,00:30:00,355.6,49.2,717.6,0.0,1122.4
1923,SH000269,05.12.2019,01:00:00,351.6,48.4,710.4,0.0,1110.4
1924,SH000269,05.12.2019,01:30:00,348.8,48.8,704.8,0.0,1102.4
1925,SH000269,05.12.2019,02:00:00,347.6,49.2,701.6,0.0,1098.4
1926,SH000269,05.12.2019,02:30:00,346.8,49.2,701.6,0.0,1097.6
1927,SH000269,05.12.2019,03:00:00,347.2,50.0,701.6,0.0,1098.8
1928,SH000269,05.12.2019,03:30:00,345.6,49.6,698.4,0.0,1093.6
1929,SH000269,05.12.2019,04:00:00,345.2,49.6,697.6,0.0,1092.4
1930,SH000269,05.12.2019,04:30:00,344.0,49.6,695.2,0.0,1088.8000000000002
1931,SH000269,05.12.2019,05:00:00,344.4,48.8,695.2,0.0,1088.4
1932,SH000269,05.12.2019,05:30:00,345.2,48.4,697.6,0.0,1091.2
1933,SH000269,05.12.2019,06:00:00,345.6,47.2,698.4,0.0,1091.2
1934,SH000269,05.12.2019,06:30:00,347.2,47.2,700.8,0.0,1095.1999999999998
1935,SH000269,05.12.2019,07:00:00,350.0,47.6,706.4,0.0,1104.0
1936,SH000269,05.12.2019,07:30:00,349.2,46.0,704.0,0.0,1099.2
1937,SH000269,05.12.2019,08:00:00,352.0,46.0,709.6,0.0,1107.6
1938,SH000269,05.12.2019,08:30:00,352.0,44.8,710.4,0.0,1107.2
1939,SH000269,05.12.2019,09:00:00,352.4,44.8,710.4,0.0,1107.6
1940,SH000269,05.12.2019,09:30:00,353.6,46.8,713.6,0.0,1114.0
1941,SH000269,05.12.2019,10:00:00,358.0,48.0,722.4,0.0,1128.4
1942,SH000269,05.12.2019,10:30:00,360.8,48.0,728.8,0.0,1137.6
1943,SH000269,05.12.2019,11:00:00,362.0,48.8,730.4,0.0,1141.2
1944,SH000269,05.12.2019,11:30:00,362.0,48.4,730.4,0.0,1140.8
1945,SH000269,05.12.2019,12:00:00,363.6,49.6,733.6,0.0,1146.8000000000002
1946,SH000269,05.12.2019,12:30:00,362.8,49.6,732.8,0.0,1145.2
1947,SH000269,05.12.2019,13:00:00,364.8,51.6,736.8,0.0,1153.2
1948,SH000269,05.12.2019,13:30:00,367.2,52.8,742.4,0.0,1162.4
1949,SH000269,05.12.2019,14:00:00,368.4,52.0,744.0,0.0,1164.4
1950,SH000269,05.12.2019,14:30:00,369.6,52.0,747.2,0.0,1168.8000000000002
1951,SH000269,05.12.2019,15:00:00,372.0,51.6,752.0,0.0,1175.6
1952,SH000269,05.12.2019,15:30:00,368.8,51.2,744.0,0.0,1164.0
1953,SH000269,05.12.2019,16:00:00,371.6,52.4,751.2,0.0,1175.2
1954,SH000269,05.12.2019,16:30:00,365.2,51.2,737.6,0.0,1154.0
1955,SH000269,05.12.2019,17:00:00,366.8,51.6,740.8,0.0,1159.2
1956,SH000269,05.12.2019,17:30:00,368.8,52.0,744.8,0.0,1165.6
1957,SH000269,05.12.2019,18:00:00,366.4,51.6,740.8,0.0,1158.8
1958,SH000269,05.12.2019,18:30:00,365.2,50.8,736.8,0.0,1152.8
1959,SH000269,05.12.2019,19:00:00,369.2,52.4,746.4,0.0,1168.0
1960,SH000269,05.12.2019,19:30:00,366.8,53.2,741.6,0.0,1161.6
1961,SH000269,05.12.2019,20:00:00,368.0,53.2,744.0,0.0,1165.2
1962,SH000269,05.12.2019,20:30:00,367.6,53.2,743.2,0.0,1164.0
1963,SH000269,05.12.2019,21:00:00,364.8,52.8,737.6,0.0,1155.2
1964,SH000269,05.12.2019,21:30:00,366.8,54.0,741.6,0.0,1162.4
1965,SH000269,05.12.2019,22:00:00,368.0,54.8,744.0,0.0,1166.8
1966,SH000269,05.12.2019,22:30:00,364.4,54.0,736.8,0.0,1155.1999999999998
1967,SH000269,05.12.2019,23:00:00,361.6,49.6,729.6,0.0,1140.8000000000002
1968,SH000269,05.12.2019,23:30:00,358.4,48.8,723.2,0.0,1130.4
1969,SH000269,06.12.2019,00:00:00,357.6,49.6,723.2,0.0,1130.4
1970,SH000269,06.12.2019,00:30:00,354.8,49.2,716.0,0.0,1120.0
1971,SH000269,06.12.2019,01:00:00,350.8,48.8,708.0,0.0,1107.6
1972,SH000269,06.12.2019,01:30:00,347.2,49.6,701.6,0.0,1098.4
1973,SH000269,06.12.2019,02:00:00,346.8,50.0,700.8,0.0,1097.6
1974,SH000269,06.12.2019,02:30:00,347.6,50.0,702.4,0.0,1100.0
1975,SH000269,06.12.2019,03:00:00,346.4,50.8,700.8,0.0,1098.0
1976,SH000269,06.12.2019,03:30:00,344.4,50.4,696.0,0.0,1090.8
1977,SH000269,06.12.2019,04:00:00,344.4,50.8,695.2,0.0,1090.4
1978,SH000269,06.12.2019,04:30:00,342.8,50.0,693.6,0.0,1086.4
1979,SH000269,06.12.2019,05:00:00,345.6,50.4,698.4,0.0,1094.4
1980,SH000269,06.12.2019,05:30:00,346.0,49.2,698.4,0.0,1093.6
1981,SH000269,06.12.2019,06:00:00,348.8,49.2,704.0,0.0,1102.0
1982,SH000269,06.12.2019,06:30:00,349.6,48.0,705.6,0.0,1103.2
1983,SH000269,06.12.2019,07:00:00,351.2,48.4,708.8,0.0,1108.3999999999999
1984,SH000269,06.12.2019,07:30:00,352.4,48.0,711.2,0.0,1111.6
1985,SH000269,06.12.2019,08:00:00,351.6,46.8,709.6,0.0,1108.0
1986,SH000269,06.12.2019,08:30:00,355.6,47.2,717.6,0.0,1120.4
1987,SH000269,06.12.2019,09:00:00,357.6,48.0,722.4,0.0,1128.0
1988,SH000269,06.12.2019,09:30:00,361.2,49.2,729.6,0.0,1140.0
1989,SH000269,06.12.2019,10:00:00,358.4,48.8,724.0,0.0,1131.2
1990,SH000269,06.12.2019,10:30:00,364.0,49.6,735.2,0.0,1148.8000000000002
1991,SH000269,06.12.2019,11:00:00,365.6,50.0,738.4,0.0,1154.0
1992,SH000269,06.12.2019,11:30:00,363.6,49.6,733.6,0.0,1146.8000000000002
1993,SH000269,06.12.2019,12:00:00,367.6,50.8,742.4,0.0,1160.8
1994,SH000269,06.12.2019,12:30:00,371.6,52.4,750.4,0.0,1174.4
1995,SH000269,06.12.2019,13:00:00,371.6,53.6,751.2,0.0,1176.4
1996,SH000269,06.12.2019,13:30:00,371.2,53.6,750.4,0.0,1175.2
1997,SH000269,06.12.2019,14:00:00,374.8,54.4,757.6,0.0,1186.8
1998,SH000269,06.12.2019,14:30:00,376.8,54.0,761.6,0.0,1192.4
1999,SH000269,06.12.2019,15:00:00,373.2,53.2,754.4,0.0,1180.8
2000,SH000269,06.12.2019,15:30:00,372.8,53.6,753.6,0.0,1180.0
2001,SH000269,06.12.2019,16:00:00,371.6,53.6,750.4,0.0,1175.6
2002,SH000269,06.12.2019,16:30:00,370.8,53.2,749.6,0.0,1173.6
2003,SH000269,06.12.2019,17:00:00,370.8,53.6,749.6,0.0,1174.0
2004,SH000269,06.12.2019,17:30:00,369.6,52.8,746.4,0.0,1168.8
2005,SH000269,06.12.2019,18:00:00,367.6,51.6,743.2,0.0,1162.4
2006,SH000269,06.12.2019,18:30:00,366.4,50.8,739.2,0.0,1156.4
2007,SH000269,06.12.2019,19:00:00,365.2,51.2,737.6,0.0,1154.0
2008,SH000269,06.12.2019,19:30:00,366.8,52.4,741.6,0.0,1160.8
2009,SH000269,06.12.2019,20:00:00,365.2,52.8,737.6,0.0,1155.6
2010,SH000269,06.12.2019,20:30:00,367.2,50.8,741.6,0.0,1159.6
2011,SH000269,06.12.2019,21:00:00,366.4,50.4,740.8,0.0,1157.6
2012,SH000269,06.12.2019,21:30:00,363.6,50.0,734.4,0.0,1148.0
2013,SH000269,06.12.2019,22:00:00,363.6,50.8,734.4,0.0,1148.8
2014,SH000269,06.12.2019,22:30:00,362.0,50.0,730.4,0.0,1142.4
2015,SH000269,06.12.2019,23:00:00,357.2,48.4,721.6,0.0,1127.2
2016,SH000269,06.12.2019,23:30:00,356.8,48.0,720.0,0.0,1124.8
2017,SH000269,07.12.2019,00:00:00,352.8,47.2,712.0,0.0,1112.0
2018,SH000269,07.12.2019,00:30:00,351.2,47.2,708.8,0.0,1107.1999999999998
2019,SH000269,07.12.2019,01:00:00,348.8,47.2,704.0,0.0,1100.0
2020,SH000269,07.12.2019,01:30:00,346.4,47.2,699.2,0.0,1092.8
2021,SH000269,07.12.2019,02:00:00,344.8,47.2,696.0,0.0,1088.0
2022,SH000269,07.12.2019,02:30:00,343.2,47.2,692.8,0.0,1083.1999999999998
2023,SH000269,07.12.2019,03:00:00,344.0,47.6,694.4,0.0,1086.0
2024,SH000269,07.12.2019,03:30:00,342.0,47.6,691.2,0.0,1080.8000000000002
2025,SH000269,07.12.2019,04:00:00,341.6,48.0,690.4,0.0,1080.0
2026,SH000269,07.12.2019,04:30:00,341.2,47.6,689.6,0.0,1078.4
2027,SH000269,07.12.2019,05:00:00,340.0,47.2,686.4,0.0,1073.6
2028,SH000269,07.12.2019,05:30:00,340.8,46.4,688.0,0.0,1075.2
2029,SH000269,07.12.2019,06:00:00,344.0,46.8,694.4,0.0,1085.2
2030,SH000269,07.12.2019,06:30:00,345.2,46.0,696.8,0.0,1088.0
2031,SH000269,07.12.2019,07:00:00,347.2,47.2,700.8,0.0,1095.1999999999998
2032,SH000269,07.12.2019,07:30:00,346.4,46.0,699.2,0.0,1091.6
2033,SH000269,07.12.2019,08:00:00,348.8,45.6,704.0,0.0,1098.4
2034,SH000269,07.12.2019,08:30:00,349.2,45.2,704.8,0.0,1099.1999999999998
2035,SH000269,07.12.2019,09:00:00,354.8,48.4,716.0,0.0,1119.2
2036,SH000269,07.12.2019,09:30:00,353.6,47.2,713.6,0.0,1114.4
2037,SH000269,07.12.2019,10:00:00,357.2,47.6,720.8,0.0,1125.6
2038,SH000269,07.12.2019,10:30:00,366.4,49.6,739.2,0.0,1155.2
2039,SH000269,07.12.2019,11:00:00,363.2,49.6,733.6,0.0,1146.4
2040,SH000269,07.12.2019,11:30:00,366.8,51.2,740.8,0.0,1158.8
2041,SH000269,07.12.2019,12:00:00,365.2,51.6,738.4,0.0,1155.2
2042,SH000269,07.12.2019,12:30:00,371.2,53.2,749.6,0.0,1174.0
2043,SH000269,07.12.2019,13:00:00,374.0,56.0,756.0,0.0,1186.0
2044,SH000269,07.12.2019,13:30:00,372.4,56.0,753.6,0.0,1182.0
2045,SH000269,07.12.2019,14:00:00,375.2,56.0,759.2,0.0,1190.4
2046,SH000269,07.12.2019,14:30:00,371.6,54.0,751.2,0.0,1176.8000000000002
2047,SH000269,07.12.2019,15:00:00,370.4,53.6,748.8,0.0,1172.8
2048,SH000269,07.12.2019,15:30:00,372.8,54.8,753.6,0.0,1181.2
2049,SH000269,07.12.2019,16:00:00,373.2,54.8,754.4,0.0,1182.4
2050,SH000269,07.12.2019,16:30:00,370.4,54.4,748.8,0.0,1173.6
2051,SH000269,07.12.2019,17:00:00,366.8,54.0,741.6,0.0,1162.4
2052,SH000269,07.12.2019,17:30:00,367.6,55.2,744.0,0.0,1166.8
2053,SH000269,07.12.2019,18:00:00,361.6,53.6,731.2,0.0,1146.4
2054,SH000269,07.12.2019,18:30:00,366.0,54.0,740.0,0.0,1160.0
2055,SH000269,07.12.2019,19:00:00,365.6,54.0,739.2,0.0,1158.8000000000002
2056,SH000269,07.12.2019,19:30:00,360.4,54.4,728.8,0.0,1143.6
